story_id,story_group_id,title,sub_title,visible_type,story_end,pre_story_id,love_level,requirement_id,unlock_quest_id,story_quest_id,reward_type_1,reward_id_1,reward_value_1,reward_type_2,reward_id_2,reward_value_2,reward_type_3,reward_id_3,reward_value_3,start_time,end_time
5002005,5002,"小小甜心大冒险 第5话","想要传达的感情",0,0,5002004,0,0,0,55002005,8,91002,20,2,31004,1,0,0,0,"2018/04/30 12:00:00","2030/04/24 14:59:59"
5002006,5002,"小小甜心大冒险 第6话","甜心大作战！",0,0,5002005,0,0,0,55002006,8,91002,20,2,31020,1,0,0,0,"2018/04/30 12:00:00","2030/04/24 14:59:59"
5002007,5002,"小小甜心大冒险 落幕","带着满分的笑容",0,0,5002006,0,0,0,0,8,91002,20,2,31004,1,0,0,0,"2018/04/30 12:00:00","2030/04/24 14:59:59"
5003000,5003,"吸血鬼猎人with伊莉亚 开篇","复活的传说",0,0,0,0,0,0,0,8,91002,20,2,31017,1,0,0,0,"2018/05/31 12:00:00","2030/04/24 14:59:59"
5003001,5003,"吸血鬼猎人with伊莉亚 第1话","追求超越传说之物",0,0,5003000,0,0,0,0,8,91002,20,2,31010,1,0,0,0,"2018/05/31 12:00:00","2030/04/24 14:59:59"
5003002,5003,"吸血鬼猎人with伊莉亚 第2话","出门靠吸血鬼",0,0,5003001,0,0,0,0,8,91002,20,2,31017,1,0,0,0,"2018/05/31 12:00:00","2030/04/24 14:59:59"
5003003,5003,"吸血鬼猎人with伊莉亚 第3话","寻找密林的蔬菜！",0,0,5003002,0,0,0,0,8,91002,20,2,31010,1,0,0,0,"2018/05/31 12:00:00","2030/04/24 14:59:59"
5003004,5003,"吸血鬼猎人with伊莉亚 第4话","追寻魔物之角",0,0,5003003,0,0,0,0,8,91002,20,2,31017,1,0,0,0,"2018/05/31 12:00:00","2030/04/24 14:59:59"
5003005,5003,"吸血鬼猎人with伊莉亚 第5话","与传说的邂逅",0,0,5003004,0,0,0,0,8,91002,20,2,31010,1,0,0,0,"2018/05/31 12:00:00","2030/04/24 14:59:59"
5003006,5003,"吸血鬼猎人with伊莉亚 第6话","Dear Vampire",0,0,5003005,0,0,0,55003006,8,91002,20,2,31017,1,0,0,0,"2018/05/31 12:00:00","2030/04/24 14:59:59"
5003007,5003,"吸血鬼猎人with伊莉亚 落幕","大家一起办乌冬派对",0,0,5003006,0,0,0,0,8,91002,20,2,31010,1,0,0,0,"2018/05/31 12:00:00","2030/04/24 14:59:59"
5004000,5004,"危险假日！！海边的美食家公主 开篇","“魅力南国之旅”，出发！",0,0,0,0,0,0,0,8,91002,20,2,31028,1,0,0,0,"2018/06/30 12:00:00","2030/12/31 14:59:59"
5004001,5004,"危险假日！！海边的美食家公主 第1话","盛夏失踪事件",0,0,5004000,0,0,0,0,8,91002,20,2,31076,1,0,0,0,"2018/06/30 12:00:00","2030/12/31 14:59:59"
5004002,5004,"危险假日！！海边的美食家公主 第2话","那时候，女仆看见了！",0,0,5004001,0,0,0,0,8,91002,20,2,31028,1,0,0,0,"2018/06/30 12:00:00","2030/12/31 14:59:59"
5004003,5004,"危险假日！！海边的美食家公主 第3话","海滨作战会议",0,0,5004002,0,0,0,0,8,91002,20,2,31076,1,0,0,0,"2018/06/30 12:00:00","2030/12/31 14:59:59"
5004004,5004,"危险假日！！海边的美食家公主 第4话","救援潜行",0,0,5004003,0,0,0,0,8,91002,20,2,31028,1,0,0,0,"2018/06/30 12:00:00","2030/12/31 14:59:59"
5004005,5004,"危险假日！！海边的美食家公主 第5话","充满谜团的海底遗迹",0,0,5004004,0,0,0,55004005,8,91002,20,2,31076,1,0,0,0,"2018/06/30 12:00:00","2030/12/31 14:59:59"
5004006,5004,"危险假日！！海边的美食家公主 第6话","美食殿堂作战行动",0,0,5004005,0,0,0,0,8,91002,20,2,31028,1,0,0,0,"2018/06/30 12:00:00","2030/12/31 14:59:59"
5004007,5004,"危险假日！！海边的美食家公主 结束","幸腹的烧烤，开始！",0,0,5004006,0,0,0,0,8,91002,20,2,31076,1,0,0,0,"2018/06/30 12:00:00","2030/12/31 14:59:59"
5005000,5005,"珠希和美冬的无人岛0金币生活 序章","美梦成真岛",0,0,0,0,0,0,0,8,91002,20,2,31032,1,0,0,0,"2018/07/31 12:00:00","2030/12/31 14:59:59"
5005001,5005,"珠希和美冬的无人岛0金币生活 第1话","无法逃离的无人岛",0,0,5005000,0,0,0,0,8,91002,20,2,31080,1,0,0,0,"2018/07/31 12:00:00","2030/12/31 14:59:59"
5005002,5005,"珠希和美冬的无人岛0金币生活 第2话","诱人的梦幻空间",0,0,5005001,0,0,0,0,8,91002,20,2,31032,1,0,0,0,"2018/07/31 12:00:00","2030/12/31 14:59:59"
5005003,5005,"珠希和美冬的无人岛0金币生活 第3话","贪得无厌的乐园生活",0,0,5005002,0,0,0,0,8,91002,20,2,31080,1,0,0,0,"2018/07/31 12:00:00","2030/12/31 14:59:59"
5005004,5005,"珠希和美冬的无人岛0金币生活 第4话","乐园的真相",0,0,5005003,0,0,0,0,8,91002,20,2,31032,1,0,0,0,"2018/07/31 12:00:00","2030/12/31 14:59:59"
5005005,5005,"珠希和美冬的无人岛0金币生活 第5话","乐园的终结",0,0,5005004,0,0,0,0,8,91002,20,2,31080,1,0,0,0,"2018/07/31 12:00:00","2030/12/31 14:59:59"
5005006,5005,"珠希和美冬的无人岛0金币生活 第6话","与岛鲸对决！",0,0,5005005,0,0,0,55005006,8,91002,20,2,31032,1,0,0,0,"2018/07/31 12:00:00","2030/12/31 14:59:59"
5005007,5005,"珠希和美冬的无人岛0金币生活 终章","回来吧，梦幻之岛！？",0,0,5005006,0,0,0,0,8,91002,20,2,31080,1,0,0,0,"2018/07/31 12:00:00","2030/12/31 14:59:59"
5006000,5006,"黑铁的亡灵（梦魇） 序章","团长的孤独",0,0,0,0,0,0,0,8,91002,20,2,31034,1,0,0,0,"2018/08/31 12:00:00","2030/12/31 14:59:59"
5006001,5006,"黑铁的亡灵（梦魇） 第1话","无法消失的宿怨",0,0,5006000,0,0,0,0,8,91002,20,2,31047,1,0,0,0,"2018/08/31 12:00:00","2030/12/31 14:59:59"
5006002,5006,"黑铁的亡灵（梦魇） 第2话","疑神疑鬼",0,0,5006001,0,0,0,0,8,91002,20,2,31034,1,0,0,0,"2018/08/31 12:00:00","2030/12/31 14:59:59"
5006003,5006,"黑铁的亡灵（梦魇） 第3话","彷徨的铠甲",0,0,5006002,0,0,0,0,8,91002,20,2,31047,1,0,0,0,"2018/08/31 12:00:00","2030/12/31 14:59:59"
5006004,5006,"黑铁的亡灵（梦魇） 第4话","被释放的噩梦",0,0,5006003,0,0,0,0,8,91002,20,2,31034,1,0,0,0,"2018/08/31 12:00:00","2030/12/31 14:59:59"
5006005,5006,"黑铁的亡灵（梦魇） 第5话","兽人街的暴动",0,0,5006004,0,0,0,0,8,91002,20,2,31047,1,0,0,0,"2018/08/31 12:00:00","2030/12/31 14:59:59"
5006006,5006,"黑铁的亡灵（梦魇） 第6话","正义的存在方式",0,0,5006005,0,0,0,0,8,91002,20,2,31034,1,0,0,0,"2018/08/31 12:00:00","2030/12/31 14:59:59"
5006007,5006,"黑铁的亡灵（梦魇） 终章","畅想未来",0,0,5006006,0,0,0,0,8,91002,20,2,31047,1,0,0,0,"2018/08/31 12:00:00","2030/12/31 14:59:59"
5007000,5007,"不给布丁就捣蛋！约定的万圣节派对 序章","漫长夜晚的开始",0,0,0,0,0,0,0,8,91002,20,2,31022,1,0,0,0,"2018/09/30 12:00:00","2030/12/31 14:59:59"
5007001,5007,"不给布丁就捣蛋！约定的万圣节派对 第1话","我是南瓜灯！",0,0,5007000,0,0,0,0,8,91002,20,2,31082,1,0,0,0,"2018/09/30 12:00:00","2030/12/31 14:59:59"
5007002,5007,"不给布丁就捣蛋！约定的万圣节派对 第2话","新的附身对象",0,0,5007001,0,0,0,0,8,91002,20,2,31022,1,0,0,0,"2018/09/30 12:00:00","2030/12/31 14:59:59"
5007003,5007,"不给布丁就捣蛋！约定的万圣节派对 第3话","秘密日记",0,0,5007002,0,0,0,0,8,91002,20,2,31082,1,0,0,0,"2018/09/30 12:00:00","2030/12/31 14:59:59"
5007004,5007,"不给布丁就捣蛋！约定的万圣节派对 第4话","附身！夺回忍的作战计划",0,0,5007003,0,0,0,0,8,91002,20,2,31022,1,0,0,0,"2018/09/30 12:00:00","2030/12/31 14:59:59"
5007005,5007,"不给布丁就捣蛋！约定的万圣节派对 第5话","最终选择",0,0,5007004,0,0,0,0,8,91002,20,2,31082,1,0,0,0,"2018/09/30 12:00:00","2030/12/31 14:59:59"
5007006,5007,"不给布丁就捣蛋！约定的万圣节派对 第6话","真正的万圣夜",0,0,5007005,0,0,0,0,8,91002,20,2,31022,1,0,0,0,"2018/09/30 12:00:00","2030/12/31 14:59:59"
5007007,5007,"不给布丁就捣蛋！约定的万圣节派对 终章","被喜欢的东西围绕",0,0,5007006,0,0,0,0,8,91002,20,2,31082,1,0,0,0,"2018/09/30 12:00:00","2030/12/31 14:59:59"
5008000,5008,"暮光破坏者 序章","狂风暴雨之旅",0,0,0,0,0,0,0,8,91002,20,2,31051,1,0,0,0,"2018/10/31 12:00:00","2030/12/31 14:59:59"
5008001,5008,"暮光破坏者 第1话","被绝望统治的村落",0,0,5008000,0,0,0,0,8,91002,20,2,31009,1,0,0,0,"2018/10/31 12:00:00","2030/12/31 14:59:59"
5008002,5008,"暮光破坏者 第2话","可疑的洞窟",0,0,5008001,0,0,0,0,8,91002,20,2,31051,1,0,0,0,"2018/10/31 12:00:00","2030/12/31 14:59:59"
5008003,5008,"暮光破坏者 第3话","天上不会掉馅饼",0,0,5008002,0,0,0,0,8,91002,20,2,31009,1,0,0,0,"2018/10/31 12:00:00","2030/12/31 14:59:59"
5008004,5008,"暮光破坏者 第4话","恶徒们的阴谋",0,0,5008003,0,0,0,0,8,91002,20,2,31051,1,0,0,0,"2018/10/31 12:00:00","2030/12/31 14:59:59"
5008005,5008,"暮光破坏者 第5话","反击的狼烟",0,0,5008004,0,0,0,0,8,91002,20,2,31009,1,0,0,0,"2018/10/31 12:00:00","2030/12/31 14:59:59"
5008006,5008,"暮光破坏者 第6话","巨大武器与复仇之刃",0,0,5008005,0,0,0,0,8,91002,20,2,31051,1,0,0,0,"2018/10/31 12:00:00","2030/12/31 14:59:59"
5008007,5008,"暮光破坏者 终章","旅途无穷无尽",0,0,5008006,0,0,0,0,8,91002,20,2,31009,1,0,0,0,"2018/10/31 12:00:00","2030/12/31 14:59:59"
5009000,5009,"忘却的圣歌 序章","冬日的叹歌",0,0,0,0,0,0,0,8,91002,20,2,31029,1,0,0,0,"2018/11/30 12:00:00","2030/12/31 14:59:59"
5009001,5009,"忘却的圣歌 第1话","沉睡的歌姬",0,0,5009000,0,0,0,0,8,91002,20,2,31085,1,0,0,0,"2018/11/30 12:00:00","2030/12/31 14:59:59"
5009002,5009,"忘却的圣歌 第2话","野兽的盛宴",0,0,5009001,0,0,0,0,8,91002,20,2,31029,1,0,0,0,"2018/11/30 12:00:00","2030/12/31 14:59:59"
5009003,5009,"忘却的圣歌 第3话","编缀在歌中的思念",0,0,5009002,0,0,0,0,8,91002,20,2,31085,1,0,0,0,"2018/11/30 12:00:00","2030/12/31 14:59:59"
5009004,5009,"忘却的圣歌 第4话","与家人一起唱响思念之歌",0,0,5009003,0,0,0,0,8,91002,20,2,31029,1,0,0,0,"2018/11/30 12:00:00","2030/12/31 14:59:59"
5009005,5009,"忘却的圣歌 第5话","记忆的大精灵雾精",0,0,5009004,0,0,0,0,8,91002,20,2,31085,1,0,0,0,"2018/11/30 12:00:00","2030/12/31 14:59:59"
5009006,5009,"忘却的圣歌 第6话","追忆的珍贵回忆",0,0,5009005,0,0,0,0,8,91002,20,2,31029,1,0,0,0,"2018/11/30 12:00:00","2030/12/31 14:59:59"
5009007,5009,"忘却的圣歌 终章","平安夜的慈乐之音・颂歌",0,0,5009006,0,0,0,0,8,91002,20,2,31085,1,0,0,0,"2018/11/30 12:00:00","2030/12/31 14:59:59"
5010000,5010,"新春破晓之星大危机！ 序章","年末的约定",0,0,0,0,0,0,0,8,91002,20,2,31002,1,0,0,0,"2018/12/31 12:00:00","2030/12/31 14:59:59"
5010001,5010,"新春破晓之星大危机！ 第1话","留下今年最后的回忆",0,0,5010000,0,0,0,0,8,91002,20,2,31089,1,0,0,0,"2018/12/31 12:00:00","2030/12/31 14:59:59"
5010002,5010,"新春破晓之星大危机！ 第2话","心愿的呼喊声",0,0,5010001,0,0,0,0,8,91002,20,2,31002,1,0,0,0,"2018/12/31 12:00:00","2030/12/31 14:59:59"
5010003,5010,"新春破晓之星大危机！ 第3话","求之不得的心愿？",0,0,5010002,0,0,0,0,8,91002,20,2,31089,1,0,0,0,"2018/12/31 12:00:00","2030/12/31 14:59:59"
5010004,5010,"新春破晓之星大危机！ 第4话","全力以赴的净化",0,0,5010003,0,0,0,0,8,91002,20,2,31002,1,0,0,0,"2018/12/31 12:00:00","2030/12/31 14:59:59"
5010005,5010,"新春破晓之星大危机！ 第5话","想要不断增加的回忆",0,0,5010004,0,0,0,0,8,91002,20,2,31089,1,0,0,0,"2018/12/31 12:00:00","2030/12/31 14:59:59"
5010006,5010,"新春破晓之星大危机！ 第6话","轮回不息的缘分",0,0,5010005,0,0,0,0,8,91002,20,2,31002,1,0,0,0,"2018/12/31 12:00:00","2030/12/31 14:59:59"
5010007,5010,"新春破晓之星大危机！ 终章","新心愿的开始",0,0,5010006,0,0,0,0,8,91002,20,2,31089,1,0,0,0,"2018/12/31 12:00:00","2030/12/31 14:59:59"
5010501,5010,"新年演出","新年演出",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2018/12/31 12:00:00","2030/12/31 14:59:59"
5011000,5011,"バトルオブバレンタイン！ 想いぶつかるスウィートバトル オープニング","与甜蜜的香气一起",0,0,0,0,0,0,0,8,91002,20,2,31011,1,0,0,0,"2019/01/31 12:00:00","2030/12/31 14:59:59"
5011001,5011,"バトルオブバレンタイン！ 想いぶつかるスウィートバトル 第1話","一触即发，甜蜜大作战！",0,0,5011000,0,0,0,0,8,91002,20,2,31090,1,0,0,0,"2019/01/31 12:00:00","2030/12/31 14:59:59"
5011002,5011,"バトルオブバレンタイン！ 想いぶつかるスウィートバトル 第2話","厨房竞技场的战斗",0,0,5011001,0,0,0,0,8,91002,20,2,31011,1,0,0,0,"2019/01/31 12:00:00","2030/12/31 14:59:59"
5011003,5011,"バトルオブバレンタイン！ 想いぶつかるスウィートバトル 第3話","散发着命运香气的巧克力",0,0,5011002,0,0,0,0,8,91002,20,2,31090,1,0,0,0,"2019/01/31 12:00:00","2030/12/31 14:59:59"
5011004,5011,"バトルオブバレンタイン！ 想いぶつかるスウィートバトル 第4話","要抓住姐姐的胃",0,0,5011003,0,0,0,0,8,91002,20,2,31011,1,0,0,0,"2019/01/31 12:00:00","2030/12/31 14:59:59"
5011005,5011,"バトルオブバレンタイン！ 想いぶつかるスウィートバトル 第5話","萌芽的思念之花",0,0,5011004,0,0,0,55011005,8,91002,20,2,31090,1,0,0,0,"2019/01/31 12:00:00","2030/12/31 14:59:59"
5011006,5011,"バトルオブバレンタイン！ 想いぶつかるスウィートバトル 第6話","融入巧克力中的爱之一击",0,0,5011005,0,0,0,55011006,8,91002,20,2,31011,1,0,0,0,"2019/01/31 12:00:00","2030/12/31 14:59:59"
5011007,5011,"バトルオブバレンタイン！ 想いぶつかるスウィートバトル エンディング","爱就在战斗之后",0,0,5011006,0,0,0,0,8,91002,20,2,31090,1,0,0,0,"2019/01/31 12:00:00","2030/12/31 14:59:59"
5012000,5012,"王都的名侦探 叹息的追踪者（跟踪狂） 序章","比赛、灾难和凝视的眼眸",0,0,0,0,0,0,0,8,91002,20,2,31008,1,0,0,0,"2019/02/28 12:00:00","2030/12/31 14:59:59"
5012001,5012,"王都的名侦探 叹息的追踪者（跟踪狂） 第1话","调查身边是搜查的基本",0,0,5012000,0,0,0,0,8,91002,20,2,31043,1,0,0,0,"2019/02/28 12:00:00","2030/12/31 14:59:59"
5012002,5012,"王都的名侦探 叹息的追踪者（跟踪狂） 第2话","多灾多难的目击者",0,0,5012001,0,0,0,0,8,91002,20,2,31008,1,0,0,0,"2019/02/28 12:00:00","2030/12/31 14:59:59"
5012003,5012,"王都的名侦探 叹息的追踪者（跟踪狂） 第3话","愚者的气息",0,0,5012002,0,0,0,0,8,91002,20,2,31043,1,0,0,0,"2019/02/28 12:00:00","2030/12/31 14:59:59"
5012004,5012,"王都的名侦探 叹息的追踪者（跟踪狂） 第4话","充满勇气的一步",0,0,5012003,0,0,0,0,8,91002,20,2,31008,1,0,0,0,"2019/02/28 12:00:00","2030/12/31 14:59:59"
5012005,5012,"王都的名侦探 叹息的追踪者（跟踪狂） 第5话","解决事件的秘密策略",0,0,5012004,0,0,0,0,8,91002,20,2,31043,1,0,0,0,"2019/02/28 12:00:00","2030/12/31 14:59:59"
5012006,5012,"王都的名侦探 叹息的追踪者（跟踪狂） 第6话","叹息者与救赎者",0,0,5012005,0,0,0,0,8,91002,20,2,31008,1,0,0,0,"2019/02/28 12:00:00","2030/12/31 14:59:59"
5012007,5012,"王都的名侦探 叹息的追踪者（跟踪狂） 终章","在事件结果中找到的东西",0,0,5012006,0,0,0,0,8,91002,20,2,31043,1,0,0,0,"2019/02/28 12:00:00","2030/12/31 14:59:59"
5013000,5013,"在阿斯特朗盛开的双轮花 序章","从密斯塔尔希亚到异世界",0,0,0,0,0,0,0,8,91002,20,2,31018,1,0,0,0,"2019/03/31 12:00:00","2030/12/31 14:59:59"
5013001,5013,"在阿斯特朗盛开的双轮花 第1话","登上加斯特罗斯山！",0,0,5013000,0,0,0,0,8,91002,20,2,31093,1,0,0,0,"2019/03/31 12:00:00","2030/12/31 14:59:59"
5013002,5013,"在阿斯特朗盛开的双轮花 第2话","龙姬与引路的巫女",0,0,5013001,0,0,0,0,8,91002,20,2,31018,1,0,0,0,"2019/03/31 12:00:00","2030/12/31 14:59:59"
5013003,5013,"在阿斯特朗盛开的双轮花 第3话","兰德索尔观光指南",0,0,5013002,0,0,0,0,8,91002,20,2,31093,1,0,0,0,"2019/03/31 12:00:00","2030/12/31 14:59:59"
5013004,5013,"在阿斯特朗盛开的双轮花 第4话","光之裂缝与世界的危机",0,0,5013003,0,0,0,0,8,91002,20,2,31018,1,0,0,0,"2019/03/31 12:00:00","2030/12/31 14:59:59"
5013005,5013,"在阿斯特朗盛开的双轮花 第5话","公主们的交流",0,0,5013004,0,0,0,0,8,91002,20,2,31093,1,0,0,0,"2019/03/31 12:00:00","2030/12/31 14:59:59"
5013006,5013,"在阿斯特朗盛开的双轮花 第6话","最棒的组合",0,0,5013005,0,0,0,0,8,91002,20,2,31018,1,0,0,0,"2019/03/31 12:00:00","2030/12/31 14:59:59"
5013007,5013,"在阿斯特朗盛开的双轮花 终章","漫天纷飞的樱花和真正的美食",0,0,5013006,0,0,0,0,8,91002,20,2,31093,1,0,0,0,"2019/03/31 12:00:00","2030/12/31 14:59:59"
5015000,5015,"ショーグン道中記　白翼のサムライ オープニング","いざ！　オーエドへの誘い",0,0,0,0,0,0,0,8,91002,20,2,31045,1,0,0,0,"2019/04/30 12:00:00","2030/12/31 14:59:59"
5015001,5015,"ショーグン道中記　白翼のサムライ 第1話","艶姿白翼娘",0,0,5015000,0,0,0,0,8,91002,20,2,31053,1,0,0,0,"2019/04/30 12:00:00","2030/12/31 14:59:59"
5015002,5015,"ショーグン道中記　白翼のサムライ 第2話","恐怖の押し売り横丁",0,0,5015001,0,0,0,0,8,91002,20,2,31045,1,0,0,0,"2019/04/30 12:00:00","2030/12/31 14:59:59"
5015003,5015,"ショーグン道中記　白翼のサムライ 第3話","オーエド捜査網",0,0,5015002,0,0,0,0,8,91002,20,2,31053,1,0,0,0,"2019/04/30 12:00:00","2030/12/31 14:59:59"
5015004,5015,"ショーグン道中記　白翼のサムライ 第4話","屈辱の敗走",0,0,5015003,0,0,0,0,8,91002,20,2,31045,1,0,0,0,"2019/04/30 12:00:00","2030/12/31 14:59:59"
5015005,5015,"ショーグン道中記　白翼のサムライ 第5話","白翼の絆",0,0,5015004,0,0,0,0,8,91002,20,2,31053,1,0,0,0,"2019/04/30 12:00:00","2030/12/31 14:59:59"
5015006,5015,"ショーグン道中記　白翼のサムライ 第6話","挑め！　白翼の大連帯！",0,0,5015005,0,0,0,0,8,91002,20,2,31045,1,0,0,0,"2019/04/30 12:00:00","2030/12/31 14:59:59"
5015007,5015,"ショーグン道中記　白翼のサムライ エンディング","オーエド町は今日も泰平",0,0,5015006,0,0,0,0,8,91002,20,2,31053,1,0,0,0,"2019/04/30 12:00:00","2030/12/31 14:59:59"
5017000,5017,"Re:ゼロから集まる異世界食卓 オープニング","稀人たちの邂逅",0,0,0,0,0,0,0,8,91002,20,2,31025,1,0,0,0,"2021/02/11 11:00:00","2030/12/31 14:59:59"
5017001,5017,"Re:ゼロから集まる異世界食卓 第1話","大罪司教ペテルギウス",0,0,5017000,0,0,0,0,8,91002,20,2,31098,1,0,0,0,"2021/02/11 11:00:00","2030/12/31 14:59:59"
5017002,5017,"Re:ゼロから集まる異世界食卓 第2話","見守る人影",0,0,5017001,0,0,0,0,8,91002,20,2,31025,1,0,0,0,"2021/02/11 11:00:00","2030/12/31 14:59:59"
5017003,5017,"Re:ゼロから集まる異世界食卓 第3話","ノストラダムスの託宣",0,0,5017002,0,0,0,0,8,91002,20,2,31098,1,0,0,0,"2021/02/11 11:00:00","2030/12/31 14:59:59"
5017004,5017,"Re:ゼロから集まる異世界食卓 第4話","激突、大罪司教対誓約女君",0,0,5017003,0,0,0,0,8,91002,20,2,31025,1,0,0,0,"2021/02/11 11:00:00","2030/12/31 14:59:59"
5017005,5017,"Re:ゼロから集まる異世界食卓 第5話","押し寄せる敬虔",0,0,5017004,0,0,0,0,8,91002,20,2,31098,1,0,0,0,"2021/02/11 11:00:00","2030/12/31 14:59:59"
5017006,5017,"Re:ゼロから集まる異世界食卓 第6話","『見えざる手』を破れ",0,0,5017005,0,0,0,0,8,91002,20,2,31025,1,0,0,0,"2021/02/11 11:00:00","2030/12/31 14:59:59"
5017007,5017,"Re:ゼロから集まる異世界食卓 エンディング","異世界料理で乾杯を",0,0,5017006,0,0,0,0,8,91002,20,2,31098,1,0,0,0,"2021/02/11 11:00:00","2030/12/31 14:59:59"
5019000,5019,"オープニング","憧れのバカンスへ！",0,0,0,0,0,0,0,8,91002,20,2,31050,1,0,0,0,"2019/06/30 12:00:00","2030/12/31 14:59:59"
5019001,5019,"スズナレインボーステージ！ 第1話","待ちに待った南の島",0,0,5019000,0,0,0,0,8,91002,20,2,31101,1,0,0,0,"2019/06/30 12:00:00","2030/12/31 14:59:59"
5019002,5019,"スズナレインボーステージ！ 第2話","雨のち……けんか",0,0,5019001,0,0,0,0,8,91002,20,2,31050,1,0,0,0,"2019/06/30 12:00:00","2030/12/31 14:59:59"
5019003,5019,"スズナレインボーステージ！ 第3話","イベントにかける情熱",0,0,5019002,0,0,0,0,8,91002,20,2,31101,1,0,0,0,"2019/06/30 12:00:00","2030/12/31 14:59:59"
5019004,5019,"スズナレインボーステージ！ 第4話","孤独な精霊",0,0,5019003,0,0,0,0,8,91002,20,2,31050,1,0,0,0,"2019/06/30 12:00:00","2030/12/31 14:59:59"
5019005,5019,"スズナレインボーステージ！ 第5話","雨止む仲直り",0,0,5019004,0,0,0,0,8,91002,20,2,31101,1,0,0,0,"2019/06/30 12:00:00","2030/12/31 14:59:59"
5019006,5019,"スズナレインボーステージ！ 第6話","雨雲貫く祈りの光",0,0,5019005,0,0,0,0,8,91002,20,2,31050,1,0,0,0,"2019/06/30 12:00:00","2030/12/31 14:59:59"
5019007,5019,"スズナレインボーステージ！ エンディング","夏の幕開け",0,0,5019006,0,0,0,0,8,91002,20,2,31101,1,0,0,0,"2019/06/30 12:00:00","2030/12/31 14:59:59"
5021000,5021,"真夏のマホマホ王国　波打ち際のソウルサマー！ オープニング","夏に呼ばれ、海に誘われ",0,0,0,0,0,0,0,8,91002,20,2,31014,1,0,0,0,"2019/07/31 12:00:00","2030/12/31 14:59:59"
5021001,5021,"真夏のマホマホ王国　波打ち際のソウルサマー！ 第1話","波打ち際のマホマホ王国",0,0,5021000,0,0,0,0,8,91002,20,2,31105,1,0,0,0,"2019/07/31 12:00:00","2030/12/31 14:59:59"
5021002,5021,"真夏のマホマホ王国　波打ち際のソウルサマー！ 第2話","遠い故郷から伝わる名",0,0,5021001,0,0,0,0,8,91002,20,2,31014,1,0,0,0,"2019/07/31 12:00:00","2030/12/31 14:59:59"
5021003,5021,"真夏のマホマホ王国　波打ち際のソウルサマー！ 第3話","宿るマブイの落としかた",0,0,5021002,0,0,0,0,8,91002,20,2,31105,1,0,0,0,"2019/07/31 12:00:00","2030/12/31 14:59:59"
5021004,5021,"真夏のマホマホ王国　波打ち際のソウルサマー！ 第4話","伝わる心音",0,0,5021003,0,0,0,0,8,91002,20,2,31014,1,0,0,0,"2019/07/31 12:00:00","2030/12/31 14:59:59"
