comment_id,where_type,character_id,face_type,character_name,description,voice_id,start_time,end_time,pos_x,pos_y,change_face_time,change_face_type,event_id
10036003,54,190801,1,"花凛","好像有可以领取的报酬\n当前尚未领取\n快确认看看吧！",3,"2022/03/12 15:00:00","2022/3/26 14:59:59",-416.5,0.0,2.801,2,10036
10036004,54,190801,2,"花凛","可以获得报酬哦！\n请关注一下！",4,"2022/03/12 15:00:00","2022/3/26 14:59:59",-416.5,0.0,0.0,2,10036
10036005,57,190801,1,"花凛","参与活动辛苦了！\n感谢各位一直以来的\n活跃表现！",5,"2022/03/12 15:00:00","2022/3/26 14:59:59",-416.5,0.0,0.0,1,10036
10036006,55,190801,1,"花凛","这里是公会管理协会！\n如果持有讨伐证，\n可以用来交换报酬哦",1,"2022/03/12 15:00:00","2022/3/26 14:59:59",-363.0,0.0,5.506,2,10036
10036007,55,190801,2,"花凛","辛苦了！\n在这里，可以使用讨伐证\n来交换报酬哦！",2,"2022/03/12 15:00:00","2022/3/26 14:59:59",-363.0,0.0,1.216,1,10036
10036008,56,190801,2,"花凛","辛苦了\n请不要忘记，\n用讨伐证交换报酬哦！",3,"2022/03/12 15:00:00","2022/3/26 14:59:59",-363.0,0.0,1.539,1,10036
10036009,56,190801,2,"花凛","终于结束了\n讨伐证是努力的证明！\n去交换报酬吧！",4,"2022/03/12 15:00:00","2022/3/26 14:59:59",-363.0,0.0,1.875,1,10036
10036101,51,112401,4,"卯月（偶像大师）","",101,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,0.0,4,10036
10036102,51,112501,6,"凛（偶像大师）","",201,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,2.798,3,10036
10036103,51,112601,4,"未央（偶像大师）","",301,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,7.377,3,10036
10036104,51,112401,1,"卯月（偶像大师）","",102,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,5.468,3,10036
10036105,51,112501,4,"凛（偶像大师）","",202,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,0.0,4,10036
10036106,51,112601,4,"未央（偶像大师）","",302,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,7.996,3,10036
10036107,52,112401,1,"卯月（偶像大师）","",103,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,5.93,2,10036
10036108,52,112501,1,"凛（偶像大师）","",203,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,5.792,2,10036
10036109,52,112601,2,"未央（偶像大师）","",303,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,0.0,2,10036
10036110,52,112401,2,"卯月（偶像大师）","",104,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,0.0,2,10036
10036111,52,112501,2,"凛（偶像大师）","",204,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,2.841,5,10036
10036112,52,112601,2,"未央（偶像大师）","",304,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,6.345,5,10036
10036113,52,112401,1,"卯月（偶像大师）","",105,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,8.357,2,10036
10036114,52,112501,1,"凛（偶像大师）","",205,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,6.294,2,10036
10036115,52,112601,1,"未央（偶像大师）","",305,"2022/03/12 15:00:00","2022/3/26 14:59:59",-285.0,8.0,5.495,2,10036
20001101,53,190801,1,"花凛","完成任务后，\n可以获取报酬哦！\n请加油吧！",1,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.414,2,20001
20001102,53,190801,1,"花凛","努力完成任务，\n然后领取报酬吧！",2,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.099,2,20001
20001103,54,190801,1,"花凛","好像有可以领取的报酬\n当前尚未领取\n快确认看看吧！",3,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,2.801,2,20001
20001104,54,190801,2,"花凛","可以获得报酬哦！\n请关注一下！",4,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,2,20001
20001105,57,190801,1,"花凛","参与活动辛苦了！\n感谢各位一直以来的\n活跃表现！",5,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,1,20001
20001106,51,101201,1,"初音","",101,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.422,2,20001
20001107,51,103801,1,"栞","",201,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.335,6,20001
20001108,51,101201,2,"初音","",102,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20001
20001109,51,103801,1,"栞","",202,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.42,5,20001
20001110,51,101201,2,"初音","",103,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.615,2,20001
20001111,51,103801,2,"栞","",203,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.258,2,20001
20001112,52,101201,2,"初音","",104,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20001
20001113,52,103801,2,"栞","",204,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,5,20001
20001114,52,101201,1,"初音","",105,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.613,2,20001
20001115,52,103801,2,"栞","",205,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.763,2,20001
20001116,52,101201,2,"初音","",106,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20001
20001117,52,103801,1,"栞","",206,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.306,5,20001
20002101,53,190801,1,"花凛","完成任务后，\n可以获取报酬哦！\n请加油吧！",1,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.414,2,20002
20002102,53,190801,1,"花凛","努力完成任务，\n然后领取报酬吧！",2,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.099,2,20002
20002103,54,190801,1,"花凛","好像有可以领取的报酬\n当前尚未领取\n快确认看看吧！",3,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,2.801,2,20002
20002104,54,190801,2,"花凛","可以获得报酬哦！\n请关注一下！",4,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,2,20002
20002105,57,190801,1,"花凛","参与活动辛苦了！\n感谢各位一直以来的\n活跃表现！",5,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,1,20002
20002106,51,102001,1,"美美","",107,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.422,4,20002
20002107,51,100401,1,"未奏希","",201,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.335,2,20002
20002108,51,103601,1,"镜华","",301,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20002
20002109,51,102001,4,"美美","",108,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.42,4,20002
20002110,51,103601,2,"镜华","",302,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.615,2,20002
20002111,51,100401,1,"未奏希","",203,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.258,2,20002
20002112,51,103601,1,"镜华","",303,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20002
20002113,52,102001,2,"美美","",104,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,2,20002
20002114,52,100401,2,"未奏希","",204,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,2,20002
20002115,52,102001,2,"美美","",101,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,2,20002
20002116,52,103601,2,"镜华","",304,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.613,2,20002
20002117,52,102001,2,"美美","",105,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,2,20002
20002118,52,100401,2,"未奏希","",205,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,2,20002
20002119,52,102001,2,"美美","",102,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,2,20002
20002120,52,103601,2,"镜华","",305,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.613,2,20002
20002121,52,102001,2,"美美","",106,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,2,20002
20002122,52,100401,2,"未奏希","",206,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,2,20002
20002123,52,103601,2,"镜华","",306,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.613,2,20002
20003101,53,190801,1,"花凛","完成任务后，\n可以获取报酬哦！\n请加油吧！",1,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.414,2,20003
20003102,53,190801,1,"花凛","努力完成任务，\n然后领取报酬吧！",2,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.099,2,20003
20003103,54,190801,1,"花凛","好像有可以领取的报酬\n当前尚未领取\n快确认看看吧！",3,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,2.801,2,20003
20003104,54,190801,2,"花凛","可以获得报酬哦！\n请关注一下！",4,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,2,20003
20003105,57,190801,1,"花凛","参与活动辛苦了！\n感谢各位一直以来的\n活跃表现！",5,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,1,20003
20003106,51,104402,1,"伊莉亚(小孩)","",101,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.422,1,20003
20003107,51,104401,1,"伊莉亚(成人)","",104,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,0.0,1.422,1,20003
20003108,51,101701,2,"香织","",201,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.222,2,20003
20003109,51,101001,1,"真步","",301,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.222,2,20003
20003110,51,104402,1,"伊莉亚(小孩)","",102,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.613,2,20003
20003111,51,104401,1,"伊莉亚(成人)","",105,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,0.0,2.613,2,20003
20003112,51,101701,1,"香织","",202,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.613,2,20003
20003113,51,101001,1,"真步","",302,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.335,5,20003
20003114,51,104402,1,"伊莉亚(小孩)","",103,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,1,20003
20003115,51,104401,1,"伊莉亚(成人)","",106,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,0.0,0.0,1,20003
20003116,51,101701,2,"香织","",203,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.55,2,20003
20003117,51,101001,1,"真步","",303,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.45,2,20003
20003118,52,104402,1,"伊莉亚(小孩)","",107,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.335,2,20003
20003119,52,104401,1,"伊莉亚(成人)","",110,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,0.0,3.335,2,20003
20003120,52,101701,1,"香织","",204,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.113,2,20003
20003121,52,101001,1,"真步","",304,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.85,2,20003
20003122,52,104402,2,"伊莉亚(小孩)","",108,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,2,20003
20003123,52,104401,2,"伊莉亚(成人)","",111,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,0.0,1.85,2,20003
20003124,52,101701,1,"香织","",205,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.85,2,20003
20003125,52,101001,1,"真步","",305,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.913,2,20003
20003126,52,104402,1,"伊莉亚(小孩)","",109,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.613,2,20003
20003127,52,104401,1,"伊莉亚(成人)","",112,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,0.0,2.613,2,20003
20003128,52,101701,1,"香织","",206,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.85,1,20003
20003129,52,101001,1,"真步","",306,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.213,2,20003
20004101,53,190801,1,"花凛","完成任务后，\n可以获取报酬哦！\n请加油吧！",1,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.414,2,20004
20004102,53,190801,1,"花凛","努力完成任务，\n然后领取报酬吧！",2,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.099,2,20004
20004103,54,190801,1,"花凛","好像有可以领取的报酬\n当前尚未领取\n快确认看看吧！",3,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,2.801,2,20004
20004104,54,190801,2,"花凛","可以获得报酬哦！\n请关注一下！",4,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,2,20004
20004105,57,190801,1,"花凛","参与活动辛苦了！\n感谢各位一直以来的\n活跃表现！",5,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,1,20004
20004106,51,107501,1,"佩可莉姆","",101,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.13,2,20004
20004107,51,107601,1,"可可萝","",201,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.895,2,20004
20004108,51,107801,1,"凯露","",301,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.833,2,20004
20004109,51,107701,1,"铃莓","",401,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.65,2,20004
20004110,51,107501,1,"佩可莉姆","",102,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.066,2,20004
20004111,51,107601,1,"可可萝","",202,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.802,3,20004
20004112,51,107801,2,"凯露","",302,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.864,1,20004
20004113,51,107701,4,"铃莓","",402,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.945,6,20004
20004114,51,107501,2,"佩可莉姆","",103,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20004
20004115,51,107601,1,"可可萝","",203,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.569,2,20004
20004116,51,107801,1,"凯露","",303,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.498,2,20004
20004117,51,107701,2,"铃莓","",403,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,4.094,1,20004
20004118,51,107501,2,"佩可莉姆","",104,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.4,1,20004
20004119,51,107601,1,"可可萝","",204,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.683,2,20004
20004120,51,107801,1,"凯露","",304,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.704,5,20004
20004121,51,107701,6,"铃莓","",404,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.77,2,20004
20004122,52,107501,2,"佩可莉姆","",105,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,4.4,2,20004
20004123,52,107601,2,"可可萝","",205,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20004
20004124,52,107801,1,"凯露","",305,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.805,2,20004
20004125,52,107701,4,"铃莓","",405,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.968,1,20004
20004126,52,107501,2,"佩可莉姆","",106,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.73,6,20004
20004127,52,107601,1,"可可萝","",206,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.601,2,20004
20004128,52,107801,6,"凯露","",306,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,4.126,5,20004
20004129,52,107701,1,"铃莓","",406,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.5,2,20004
20004130,52,107501,1,"佩可莉姆","",107,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,1.828,2,20004
20004131,52,107601,2,"可可萝","",207,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20004
20004132,52,107801,1,"凯露","",307,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.886,2,20004
20004133,52,107701,2,"铃莓","",407,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20004
20005101,53,190801,1,"花凛","完成任务后，\n可以获取报酬哦！\n请加油吧！",1,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.414,2,20005
20005102,53,190801,1,"花凛","努力完成任务，\n然后领取报酬吧！",2,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.099,2,20005
20005103,54,190801,1,"花凛","好像有可以领取的报酬\n当前尚未领取\n快确认看看吧！",3,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,2.801,2,20005
20005104,54,190801,2,"花凛","可以获得报酬哦！\n请关注一下！",4,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,2,20005
20005105,57,190801,1,"花凛","参与活动辛苦了！\n感谢各位一直以来的\n活跃表现！",5,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,1,20005
20005106,51,107901,1,"珠希（夏日）","",101,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.07,2,20005
20005107,51,108001,3,"美冬（夏日）","",201,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.6,4,20005
20005108,51,107901,4,"珠希（夏日）","",102,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,4,20005
20005109,51,108001,1,"美冬（夏日）","",202,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,4.62,2,20005
20005110,51,107901,2,"珠希（夏日）","",103,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20005
20005111,51,108001,1,"美冬（夏日）","",203,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.569,2,20005
20005112,52,107901,2,"珠希（夏日）","",104,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,3.4,1,20005
20005113,52,108001,1,"美冬（夏日）","",204,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,2.683,2,20005
20005114,52,107901,2,"珠希（夏日）","",105,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,4.4,2,20005
20005115,52,108001,2,"美冬（夏日）","",205,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20005
20005116,52,107901,2,"珠希（夏日）","",106,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,8.0,0.0,2,20005
20006101,53,190801,1,"花凛","完成任务后，\n可以获取报酬哦！\n请加油吧！",1,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.414,2,20006
20006102,53,190801,1,"花凛","努力完成任务，\n然后领取报酬吧！",2,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,3.099,2,20006
20006103,54,190801,1,"花凛","好像有可以领取的报酬\n当前尚未领取\n快确认看看吧！",3,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,2.801,2,20006
20006104,54,190801,2,"花凛","可以获得报酬哦！\n请关注一下！",4,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,2,20006
20006105,57,190801,1,"花凛","参与活动辛苦了！\n感谢各位一直以来的\n活跃表现！",5,"2020/01/01 00:00:00","2099/12/31 23:59:59",-416.5,0.0,0.0,1,20006
20006106,51,104701,1,"纯","",101,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,1.13,2,20006
20006107,51,107101,1,"克莉丝提娜","",201,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,4.754,2,20006
20006108,51,100501,1,"茉莉","",401,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,2.066,2,20006
20006109,51,103701,1,"智","",301,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,5.142,2,20006
20006110,51,104701,1,"纯","",102,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,1.13,2,20006
20006111,51,107101,1,"克莉丝提娜","",202,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,0.0,2,20006
20006112,51,100501,1,"茉莉","",402,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,5.527,2,20006
20006113,51,103701,1,"智","",302,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,0.0,1,20006
20006114,51,104701,1,"纯","",103,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,1.13,2,20006
20006115,51,107101,1,"克莉丝提娜","",203,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,4.126,2,20006
20006116,51,100501,1,"茉莉","",403,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,2.066,2,20006
20006117,51,103701,1,"智","",303,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,2.668,2,20006
20006118,52,104701,1,"纯","",104,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,1.13,2,20006
20006119,52,107101,1,"克莉丝提娜","",204,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,4.809,2,20006
20006120,52,100501,1,"茉莉","",404,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,2.713,2,20006
20006121,52,103701,1,"智","",304,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,3.366,2,20006
20006122,52,104701,1,"纯","",105,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,1.13,2,20006
20006123,52,107101,1,"克莉丝提娜","",205,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,-6.0,2.32,2,20006
20006124,52,100501,1,"茉莉","",405,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,3.07,2,20006
20006125,52,103701,1,"智","",305,"2020/01/01 00:00:00","2099/12/31 23:59:59",-285.0,12.0,2.892,2,20006
