unit_id,unit_name,kana,prefab_id,is_limited,rarity,motion_type,se_type,move_speed,search_area_width,atk_type,normal_atk_cast_time,cutin_1,cutin_2,cutin1_star6,cutin2_star6,guild_id,exskill_display,comment,only_disp_owned,start_time,end_time
101101,"璃乃","璃乃",101101,0,3,8,8,450,700,1,1.97,101101,0,101101,0,6,0,"【物理】后卫，对敌人降下箭雨的妹系弓箭手。\n拥有提高暴击率、可叠加使用的技能，\n使多段伤害的连结爆发更加强力。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
101201,"初音","初音",101201,0,3,7,7,450,755,2,2.07,101201,0,101201,0,9,0,"【魔法】后卫，擅长应对物理型队伍的超能力女孩。\n其技能对抗使用物理攻击的敌人时能够发挥出真正价值，\n将物理攻击型的敌方队伍一网打尽。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
101301,"七七香","七七香",101301,0,2,7,7,450,740,2,2.07,101301,0,101301,0,9,0,"【魔法】后卫，释放多种魔法的家里蹲魔法少女。\n连结爆发与技能均会以敌方体力最多的敌人作为目标，\n是根据敌人生命值情况而变更攻击对象的高伤害魔法攻击。",0,"2018/11/19 15:00:00","2030/12/31 15:00:00"
101401,"香澄","香澄",101401,0,3,7,7,450,730,2,2.27,101401,0,101401,0,9,0,"【魔法】后卫，专精骚扰敌方行动的名侦探。\n使用技能对敌方施加束缚及混乱状态来扰乱敌人行动，\n而后展开降低魔法防御力的领域，将敌方一军。",0,"2019/02/28 12:00:00","2030/12/31 15:00:00"
101501,"美里","美里",101501,0,2,9,7,450,735,2,2.27,101501,0,101501,0,9,0,"【魔法】作为后卫对魔法型角色进行支援，是大家的老师。\n连结爆发是生命值回复＆魔防提高，技能为持续回复最前列角色的生命值，\n可以大幅提高同伴的耐久力。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
101601,"铃奈","铃奈",101601,0,2,8,8,450,705,1,1.97,101601,0,101601,0,15,0,"【物理】作为后卫发动暴击攻击的人气模特。\n暴击不仅能使伤害翻倍\n使用让攻击力提升的技能，还能让破坏力更强。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
101701,"香织","香织",101701,0,2,1,1,450,145,1,2.17,101701,0,101701,0,4,0,"【物理】在最前列战斗，用叠加型技能对敌方造成伤害的南国女孩。\n发动技能“精神统一”后，香织攻击时会\n叠加对敌人的效果，后续造成的伤害会逐渐增加。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
101801,"伊绪","伊绪",101801,0,3,5,5,450,715,2,2.6,101801,0,101801,0,15,0,"【魔法】后卫，诱惑全体敌人的性感教师。\n用夺取敌人技能值的技能延后敌人的连结爆发，\n释放诱惑的连结爆发，使战场陷入混乱。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102001,"美美","美美",102001,0,2,5,5,450,360,1,2.125,102001,0,102001,0,13,0,"【物理】中卫，击垮敌方前卫的兔兔少女。\n连结爆发不仅能给最近的敌人施加高等伤害\n也能攻击其后的敌人，能够在战斗前期攻陷前卫。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102101,"胡桃","胡桃",102101,0,1,3,3,450,240,1,1.675,102101,0,102101,0,3,0,"【物理】前卫，精于强化己方防守的极度害羞的女孩。\n用技能使自己周围的物理、魔法防御力上升，\n同时能使附近敌人陷入眩晕状态，使其难以接近。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102201,"依里","依里",102201,0,1,6,6,450,575,2,2.19,102201,0,102201,0,14,0,"【魔法】中卫，使用强力魔法进行攻击的双胞胎姐姐。\n用自身的生命值作为交换，提升魔法攻击力，\n加强连结爆发或技能的攻击威力。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102301,"绫音","绫音",102301,0,2,3,3,450,210,1,1.425,102301,0,102301,0,3,0,"【物理】前卫，扰乱战场的小熊少女。\n用连结爆发将对方击飞的同时\n使其眩晕并施加高等伤害，扰乱敌方阵形。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102501,"铃莓","铃莓",102501,0,1,7,7,450,720,2,2.27,102501,0,102501,0,3,0,"【魔法】后卫，善于回复与攻击的冒失女仆。\n回复周围同伴的生命值并增强他们的物理攻击力\n其技能与中卫、后卫的攻击型角色十分合拍。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102601,"铃","铃",102601,0,2,6,6,450,550,1,2.34,102601,0,102601,0,3,0,"【物理】中卫，强化物理型队伍的懒散少女。\n提升同伴物理攻击力的同时，也提高队友的\n魔法防御力，在攻守两方面都能支援队伍。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102701,"惠理子","惠理子",102701,0,2,3,3,450,230,1,1.425,102701,0,102701,0,11,0,"【物理】前卫，用毒技能粉碎敌人，通称破坏者。\n拥有最高级别的攻击力，每次用连结爆发\n击倒敌人时，其攻击力会再度提升。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102801,"咲恋","咲恋",102801,0,3,4,4,450,430,1,2.09,102801,0,102801,0,3,0,"【物理】中卫，追求一击逆转的大家的咲恋妈妈。\n用生命值越低、伤害越高的连结爆发与\n回复同伴技能值的技能，一口气将形势逆转。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
102901,"望","望",102901,0,3,4,4,450,160,1,1.965,102901,0,102901,0,10,0,"【物理】前卫，作为大家的壁垒而战斗的偶像，望。\n她站在舞台上，会使同伴的物理攻击力\n大幅提升，还能吸引敌方注意。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103001,"妮侬","妮侬",103001,0,3,5,5,450,415,1,2.25,103001,0,103001,0,12,0,"【物理】中卫，使用强力大范围攻击的忍者。\n用大范围攻击技能击倒敌人以回复自身的技能值，\n提升强力连结爆发的发动频率。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103101,"忍","忍",103101,0,2,5,5,450,365,1,2.25,103101,0,103101,0,14,0,"【物理】中卫，召唤父亲的骷髅来进行战斗的灵能少女。\n召唤出的父亲可与她分别进行攻击，\n也可以替她承受伤害。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103201,"秋乃","秋乃",103201,0,3,5,5,450,180,1,2.125,103201,0,103201,0,8,0,"【物理】前卫，大闹一通进行攻击的千金小姐剑士。\n在自己周围制造回复同伴生命值的领域，\n亲自支援并引领前线，不愧为背负名门使命之人。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103301,"真阳","真阳",103301,0,2,6,6,450,395,1,2.34,103301,0,103301,0,5,0,"【物理】中卫，扰乱对手的牧场主。\n能够击退敌方前卫\n破坏阵型，\n迫使敌人进入己方角色攻击的范围。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103401,"由加莉","由加莉",103401,0,1,5,5,450,405,1,2.4,103401,0,103401,0,8,0,"【物理】中卫，用屏障或回复技能保护同伴的前圣骑士。\n使用技能回复受伤同伴的生命值或技能值，\n及时支援因持续的战斗而造成的消耗。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103601,"镜华","镜华",103601,0,3,7,7,450,810,2,2.07,103601,0,103601,0,0,0,"【魔法】作为后卫用强力魔法进行攻击的小小优等生。\n用技能瞬间提高魔法攻击力之后，释放\n“宇宙蓝色闪光”对敌人单体进行攻击，威力出众。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103701,"智","智",103701,0,3,4,4,450,220,1,1.965,103701,0,103701,0,2,0,"【物理】前卫，通过快速斩击收割敌人生命的剑术少女。\n通过连结爆发提升自身攻击力与行动速度，\n另外还能将攻击技能的歼灭能力提高至极限，碾压敌人。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
103801,"栞","栞",103801,0,2,8,8,450,710,1,1.97,103801,0,103801,0,5,0,"【物理】位于最后列连续发动高火力技能的狙击手。\n其技能可在给予伤害的同时回复技能值，\n能够迅速发动威力强大的连结爆发。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104001,"碧","碧",104001,0,1,8,8,450,785,1,1.97,104001,0,104001,0,9,0,"【物理】位于最后列释放带来异常状态箭矢的孤单射手。\n箭矢给予伤害的同时还追加中毒或麻痹的效果，\n因此即使面对高防御力的敌人，也能有效削减其生命值。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104201,"千歌","千歌",104201,0,2,7,7,450,790,2,2.27,104201,0,104201,0,10,0,"【魔法】作为后卫支援前卫战斗的唱唤士。\n用连结爆发在最前线唱唤出\n能够治疗同伴和攻击敌人的精灵。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104301,"真琴","真琴",104301,0,3,5,5,450,165,1,2.125,104301,0,104301,0,4,0,"【物理】前卫，能够削减敌人防御力的正义兽人。\n通过降低敌方角色的防御力，\n对敌人施加有效的伤害\n在战斗早期突破敌方的防守。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104401,"伊莉亚","伊莉亚",104401,0,3,3,3,450,425,2,1.425,104401,0,104401,0,12,0,"【魔法】作为中卫以生命为代价进行攻击的“夜之统领”。\n其技能以自己的生命值为代价，具有高歼灭能力\n范围攻击的威力也遥遥领先。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104501,"空花","空花",104501,0,2,2,2,450,130,1,2.375,104501,0,104501,0,12,0,"【物理】在前卫作为诱饵，引诱敌方攻击的失控受虐癖女生。\n通过连结爆发，为自身张开魔法屏障，\n吸收敌方魔法攻击，回复生命值。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104601,"珠希","珠希",104601,0,2,2,2,450,215,1,2.25,104601,0,104601,0,8,0,"【物理】前卫，擅长对付魔法队伍，随心所欲的猫女。\n攻击技能专门狙击“魔法攻击力最强的敌人”，\n并附加有施加伤害、降低魔法攻击力、吸收技能值效果。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104701,"纯","纯",104701,0,3,5,5,450,135,1,2.125,104701,0,104701,0,2,0,"【物理】在最前列操纵完全防御技能的骑士团长。\n用连结爆发展开可吸收所有伤害的屏障。\n在长期战斗中有压倒性的超常防御性能。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104801,"美冬","美冬",104801,0,2,6,6,450,420,1,2.19,104801,0,104801,0,8,0,"【物理】中卫，拥有眩晕与回复技能的佣兵战士。\n同时拥有高防御力与自我回复能力，\n可加固中卫防守，支撑队伍。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
104901,"静流","静流",104901,0,3,5,5,450,285,1,2.375,104901,0,104901,0,6,0,"【物理】前卫，保护同伴不受物理攻击的姐姐。\n用技能展开使物理攻击无效的屏障，保护所有同伴，\n还给自身展开吸收物理攻击的屏障，以对抗敌方前卫。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105001,"美咲","美咲",105001,0,1,7,7,450,760,2,2.07,105001,0,105001,0,15,0,"【魔法】作为后卫进行范围攻击的女巫小姐。\n拥有释放多次范围攻击的技能与攻击眼前\n所有敌人的连结爆发，\n是专精范围攻击的角色。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105101,"深月","深月",105101,0,2,5,5,450,565,1,2.25,105101,0,105101,0,11,0,"【物理】中卫，能够展开领域弱化敌方的独眼恶魔。\n领域的持续时间很短，但其效果能够大幅削减\n范围内敌人的物理防御力。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105201,"莉玛","莉玛",105201,0,1,4,4,450,105,1,2.215,105201,0,105201,0,5,0,"【物理】在最前列保护同伴的恋爱少女。\n战斗开始后，稍等片刻便会突进到\n最前线，挡在敌人面前。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105301,"莫妮卡","莫妮卡",105301,0,3,4,4,450,410,1,2.24,105301,0,105301,0,12,0,"【物理】中卫，提升己方攻击力的军人女孩。\n大幅提升全体己方角色的物理、魔法攻击力，\n和提升攻击速度，可使战斗迅速终结。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105401,"纺希","纺希",105401,0,2,1,1,450,195,1,2.42,105401,0,105401,0,10,0,"【物理】作为前卫，精于干扰敌人的裁缝女孩。\n通过强制移动敌人破坏阵型，另外\n还能降低敌人的移动速度、行动速度，延迟对方的反击。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105501,"步美","步美",105501,0,1,6,6,450,510,1,2.34,105501,0,105501,0,12,0,"【物理】中卫，手忙脚乱干扰敌人的纯情少女。\n除了有使敌人眩晕的技能之外，连结爆发会给敌人\n施加黑暗与混乱状态，起到妨碍敌人的作用。",0,"2019/03/19 15:00:00","2030/12/31 15:00:00"
105601,"流夏","流夏",105601,0,3,4,4,450,158,1,1.965,105601,0,105601,0,2,0,"【物理】在前卫为了己方挥剑的英俊大姐大。\n拥有可以对敌人进行反击的挑拨技能，以及降低敌人防御力\n的连结爆发，无论攻守都能发挥实力。",0,"2018/11/03 19:00:00","2030/12/31 15:00:00"
105701,"姬塔","姬塔",105701,0,3,4,4,450,245,1,1.965,105701,0,105701,0,4,0,"【物理】前卫，可先手发动必胜绝技的骑空士。\n用技能回复技能值，提前发动连结爆发\n在战斗最初对敌方前卫施加高等伤害。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105801,"佩可莉姆","佩可莉姆",105801,0,1,5,5,450,155,1,2.25,105801,0,105801,0,1,0,"【物理】前卫，全力守护同伴的饿肚子剑士。\n生命值高，加之自身也可回复生命值\n可担任同伴的壁垒直到生命值耗尽。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
105901,"可可萝","可可萝",105901,0,1,6,6,450,500,1,2.34,105901,0,105901,0,1,0,"【物理】中卫，用辅助和攻击支援大家的引导者。\n以连结爆发提升同伴全体的攻击力，\n加之自身也能进行回复，因此可进行持续支援。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
106001,"凯露","凯露",106001,0,1,7,7,450,750,2,2.07,106001,0,106001,0,1,0,"【魔法】作为后卫释放强力全体攻击，好强的猫咪少女。\n可用技能降低敌方物理、魔法防御力\n在任何队伍都能发挥作用，使战斗变得有利。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
106101,"矛依未","矛依未",106101,1,3,2,2,450,162,1,1.8,106101,0,106101,0,7,0,"【物理】作为前卫使用传说之剑“天楼霸断剑”的少女。\n发动连结爆发后一改平时运用灵巧招数进行战斗的风格，\n手握“天楼霸断剑”，横扫敌人。",0,"2020/02/15 15:00:00","2020/02/25 11:59:59"
106301,"亚里莎","亚里莎",106301,0,3,8,8,450,625,1,1.97,106301,0,106301,0,1,0,"【物理】后卫，擅长长期战斗，森林的见习守护者。\n可凭借回复技能值来使用连结爆发，进行速攻。\n连结爆发之后，技能效果进一步上升，拥有极高毁灭力。",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
106501,"カヤ","かや",106501,0,3,1,1,450,168,1,2.17,106501,0,106501,0,17,0,"【物理】前衛で、敵を殴り倒す喧嘩屋ドラゴン族。\nスキルで自身の物理攻撃力を高め、全身全霊を懸け放つ\n初弾のユニオンバーストは、超大な破壊力を誇る。",0,"2019/11/15 15:00:00","2030/12/31 15:00:00"
106601,"イノリ","いのり",106601,0,0,3,3,0,0,0,0.0,0,0,0,0,17,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
106701,"ホマレ","ホマレ",106701,0,0,3,3,0,0,0,0.0,0,0,0,0,17,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
106801,"菈比莉斯塔","菈比莉斯塔",106801,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
107001,"ネネカ","ねねか",107001,1,3,0,0,450,660,2,2.0,107001,0,107001,0,1,0,"【魔法】後衛で、分身生成し敵を圧倒する『変貌大妃』。\n分身はネネカ自身と同じスキルをくり出し敵を攻撃する。\nその攻撃密度と制圧力の高さは他の追随を許さない。",0,"2020/02/15 15:00:00","2020/02/25 11:59:59"
107101,"克莉丝提娜","克莉丝提娜",107101,1,3,10,4,450,290,1,2.0,107101,0,107101,0,2,0,"【物理】前卫，以绝对的压制力为傲的“誓约女君”。\n攻防合一，并且拥有破坏力超大的连结爆发，\n同时还拥有提高技能值的技能，可以加速连结爆发的发动。",0,"2020/02/15 15:00:00","2020/02/25 11:59:59"
107501,"佩可莉姆（夏日）","佩可莉姆",107501,1,3,5,5,450,235,1,2.125,107501,0,107501,0,1,0,"【物理】作为前卫释放大范围攻击的海滨公主。\n吃了刨冰后能一口气提高物理攻击力，\n释放连结爆发歼灭前方的敌人。",0,"2019/07/13 12:00:00","2019/07/18 14:59:59"
107601,"可可萝（夏日）","可可萝",107601,1,1,6,6,450,535,1,2.34,107601,0,107601,0,1,0,"【物理】作为中卫辅助物理型角色的治愈巫女。\n拥有对生命值最少的单个同伴进行特大回复的技能，\n可以瞬间治愈濒死的同伴。",1,"2015/04/01 15:00:00","2015/04/02 15:00:00"
107701,"铃莓（夏日）","铃莓",107701,1,3,7,7,450,775,2,2.07,107701,0,107701,0,3,0,"【魔法】后卫，拥有优秀防卫能力的夏日冒失女仆。\n可以对所有同伴赋予防御力提升及生命值持续回复状态，\n另外还会召唤作为肉盾的魔像，支撑战线。",0,"2019/08/10 12:00:00","2019/08/15 14:59:59"
107801,"凯露（夏日）","凯露",107801,1,3,7,7,450,780,2,1.92,107801,0,107801,0,1,0,"【魔法】作为后卫施放强大单体攻击的盛夏猫咪少女。\n使用技能降低敌人魔法防御力后，\n对单个敌人施展魔法攻击，给予对方高等伤害。",0,"2019/07/13 12:00:00","2019/07/18 14:59:59"
107901,"珠希（夏日）","珠希",107901,1,3,2,2,450,225,1,2.0,107901,0,107901,0,8,0,"【物理】前卫，施放连续攻击的海边的任性猫咪少女。\n连结爆发可对随机敌人施展共计4次的单体攻击。\n虽然对象随机，但威力超高。",0,"2019/08/10 12:00:00","2019/08/15 14:59:59"
108001,"美冬（夏日）","美冬",108001,1,1,6,6,450,495,1,2.19,108001,0,108001,0,8,0,"【物理】中卫，可以兼顾攻击与辅助的海之佣兵。\n可以借助连结爆发的效果提高所有同伴的物理攻击力，\n负责提升物理攻击型队伍的能力值。",1,"2015/04/01 15:00:00","2015/04/02 15:00:00"
108101,"忍（万圣节）","忍",108101,1,3,3,3,450,440,1,1.55,108101,0,108101,0,0,0,"【物理】中卫，负责收割虚弱的敌人的幻夜之灵能少女。\n发动连结爆发可对虚弱的单个敌人给予高等伤害，\n并在击败对方时，给予敌方全体追加伤害。",0,"2019/10/11 12:00:00","2019/10/16 14:59:59"
108201,"宫子（万圣节）","宫子",108201,1,1,1,1,450,590,1,2.42,108201,0,108201,0,0,0,"【物理】中卫，狙击敌阵后方的幽灵狼少女。\n可无视敌人前卫，朝敌阵后方施放\n干扰技能和连结爆发，对防御力较低的角色具有相当大的威胁。",1,"2015/04/01 15:00:00","2015/04/02 15:00:00"
108301,"美咲（万圣节）","美咲",108301,1,3,7,7,450,815,2,2.07,108301,0,108301,0,15,0,"【魔法】后卫，可运用干扰技能的时髦魔法少女。\n使用令对方陷入魅惑状态的技能，以及同时赋予多个异常状态的连结爆发\n来干扰敌方。",0,"2019/10/11 12:00:00","2019/10/16 14:59:59"
108401,"千歌（圣诞节）","千歌",108401,1,3,7,7,450,770,2,2.27,108401,0,108401,0,10,0,"【魔法】后卫，通过唱唤精灵进行战斗的雪花之歌姬。\n使用连结爆发召唤出的精灵们拥有回复生命值和技能值\n的能力，即使正处于劣势，也可以瞬间扭转战况。",0,"2019/12/11 12:00:00","2019/12/20 14:59:59"
108501,"胡桃（圣诞节）","胡桃",108501,1,1,3,3,450,295,1,1.55,108501,0,108501,0,15,0,"【物理】作为前卫使用铃声保护同伴的小小女演员。\n技能是在受到攻击之前，大幅度提升周围\n同伴的防御力。灵活运用的话可以发挥出无与伦比的耐久力。",1,"2015/04/01 15:00:00","2030/12/31 15:00:00"
108601,"绫音（圣诞节）","绫音",108601,1,3,3,3,450,190,1,1.425,108601,0,108601,0,10,0,"【物理】前卫，横扫敌人的圣夜小熊少女。\n连结爆发会消耗生命值，但威力非常巨大。\n可以使用技能提升物理攻击力，进一步提升伤害值。",0,"2019/12/11 12:00:00","2019/12/20 14:59:59"
108701,"日和莉（新年）","日和莉",108701,1,3,1,1,450,170,1,2.17,108701,0,108701,0,7,0,"【物理】前卫，负责物理输出，身穿振袖和服的元气少女。\n会使用提升物理攻击角色攻击力的技能。\n另外，高威力的单体连结爆发的攻击力也是首屈一指。",0,"2020/01/10 12:00:00","2020/01/16 14:59:59"
108801,"优衣（新年）","优衣",108801,1,3,21,7,450,745,2,2.27,108801,0,108801,0,7,0,"【魔法】后卫，专精辅助魔法的盛装打扮的治愈师。\n用自身的攻击力换取强力的屏障与持续回复状态\n赋予所有同伴。拥有远超他人、无比强大的防御能力。",0,"2020/01/10 12:00:00","2020/01/16 14:59:59"
108901,"怜（新年）","怜",108901,1,1,22,4,450,153,1,2.215,108901,0,108901,0,7,0,"【物理】前卫，保护同伴免受魔法攻击的华丽骑士。\n可以使用技能展开魔法免疫的屏障，保护范围内的同伴。\n另外，还可以发动连结爆发使敌人眩晕，打断其攻击。",1,"2015/04/01 15:00:00","2030/12/31 15:00:00"
109001,"惠理子（情人节）","惠理子",109001,1,1,3,3,450,187,1,1.9,109001,0,109001,0,11,0,"【物理】前卫，能将危机转变为机遇的爱之破坏者。\n技能会消耗生命值，提升自身的攻击力。另外，\n生命值越低，连结爆发所发挥出的威力则越高。",1,"2015/04/01 15:00:00","2030/12/31 15:00:00"
109101,"静流（情人节）","静流",109101,1,3,5,5,450,385,1,2.125,109101,0,109101,0,7,0,"【物理】中卫，给予众人援助的甜点师姐姐。\n可以展开领域同时提升多个属性值，\n效果期间，技能效果还会得到大幅度强化。",0,"2020/02/10 12:00:00","2020/02/15 14:59:59"
109201,"安","安",109201,0,3,23,7,450,630,2,2.27,109201,0,109201,0,6,0,"【魔法】后卫，以英灵召唤术作为武器进行战斗的公主殿下。\n拥有让英灵庇护同伴的技能，\n同时还拥有高威力的魔法，可以兼顾辅助和输出。",0,"2019/03/31 12:00:00","2030/12/31 15:00:00"
109301,"露","露",109301,1,1,23,7,450,640,2,2.27,109301,0,109301,0,9,0,"【魔法】后卫，与小眼睛一起战斗的乐天派少女。\n使用技能召唤出的小眼睛不仅可以抵御敌人的攻击，\n而且其数量越多，越能提升连结爆发的威力。",1,"2015/04/01 15:00:00","2030/12/31 15:00:00"
109401,"グレア","ぐれあ",109401,0,3,1,1,450,525,2,2.27,109401,0,109401,0,9,0,"【魔法】中衛で、炎を操り敵を薙ぎ払う、竜人の少女。\n高い魔法攻撃力を生かした範囲攻撃を得意とする。\nまた、飛行能力を駆使して放つ突進攻撃も強力。",0,"2019/04/19 15:00:00","2030/12/31 15:00:00"
109501,"クウカ（オーエド）","くうか",109501,0,3,2,7,450,140,2,2.066,109501,0,109501,0,12,0,"【魔法】最前衛で、味方を鼓舞する着物姿のドＭ娘。\n味方の魔法攻撃力を高め、敵の魔法防御力を下げる事で、\n魔法パーティのサポート兼防御役として活躍する。",0,"2019/04/30 12:00:00","2030/12/31 15:00:00"
109601,"ニノン（オーエド）","にのん",109601,0,3,2,2,450,175,1,2.0,109601,0,109601,0,12,0,"【物理】最前衛で、忍法を駆使して敵と戦うクノイチ。\nユニオンバーストはクリティカル時のダメージを１．５倍\nにする特性を持ち、うまくかみ合った時の威力は抜群。",0,"2019/05/17 15:00:00","2030/12/31 15:00:00"
109701,"レム","れむ",109701,1,3,24,13,450,540,1,2.25,109701,0,109701,0,9,0,"【物理】中衛で、鬼の力で敵を粉砕する、双子の妹。\n回復スキルの他にも、温度を操るスキルを得意とし、\n敵を凍結させた上でユニオンバーストで薙ぎ払う。",0,"2019/05/31 12:00:00","2019/06/15 11:59:59"
109801,"ラム","らむ",109801,1,1,24,7,450,545,2,2.5,109801,0,109801,0,9,0,"【魔法】中衛で、特殊能力で味方を補助する、双子の姉。\n相手の物理攻撃を見切って回避させる「千里眼」や、\n敵全体を束縛するユニオンバーストの補助は効果絶大。",1,"2015/04/01 15:00:00","2030/12/31 15:00:00"
109901,"エミリア","えみりあ",109901,1,3,23,7,450,725,2,2.27,109901,0,109901,0,9,0,"【魔法】後衛で、攻撃と回復をこなす、ハーフエルフ。\n高い魔力で攻撃魔法を繰り出して敵を蹴散らしつつ、\nユニオンバーストは瀕死の味方すらも瞬時に癒す。",0,"2019/06/18 15:00:00","2019/06/30 11:59:59"
