id,login_bonus_id,type,day_count,luck_pattern,rate,character_id,character_name,message,voice_id
27,80001,1,2,0,0,102001,"美美","美美和哥哥\n去了好多地方玩，好开心～♪\n今后我们也\n一直在一起吧～！",2
28,80001,2,2,0,0,100401,"未奏希","未奏希对哥哥恶作剧\n已经有一年了啊",1
29,80001,2,2,0,0,100401,"未奏希","……今后也要经常\n和未奏希玩哦，哥哥！",2
30,80001,0,3,0,0,101001,"真步","和王子相遇\n好像已经有一年了呢\n时间真快呀",1
31,80001,0,3,0,0,101001,"真步","这样下去，\n我很快就会变成\n干巴巴的老婆婆吧\n开玩笑的。嘻嘻",2
32,80001,1,3,0,0,104401,"伊莉亚","和汝相遇已经一年了啊\n今后还要尽心伺候我才是",1
33,80001,1,3,0,0,104401,"伊莉亚","妾身偶尔也要\n回报一下汝做出的贡献呢♪",2
34,80001,2,3,0,0,101701,"香织","和你相遇，已经过了\n很长一段时间了～不过，我们的旅程\n才刚刚开始～！",1
35,80001,2,3,0,0,101701,"香织","今后也请\n多多指教～！",2
36,80001,0,4,0,0,102801,"咲恋","和你相遇\n已经过了这么久了～",1
37,80001,0,4,0,0,102801,"咲恋","欢乐的时光总是\n转眼即逝！\n今后也一起加油吧！",2
38,80001,1,4,0,0,102501,"铃莓","我们相遇已经一年了，\n我一直在给你添麻烦，\n真是抱歉……",1
39,80001,1,4,0,0,102501,"铃莓","今后我会更加努力的\n你要注视着我哦\n如果可以的话……\n希望你能靠得更近一点♪",2
40,80001,0,5,0,0,104601,"珠希","回想一下，至今为止发生了\n好多事情喵……",1
41,80001,0,5,0,0,104601,"珠希","今后我们两人也要\n创造许许多多的回忆\n喵！",2
42,80001,1,5,0,0,104801,"美冬","和你结为师徒\n也已经一年了……\n可是我还有很多要教你的东西",1
43,80001,1,5,0,0,104801,"美冬","\n今后，也要认真跟着我学习哦！",2
44,80001,0,6,0,0,103201,"秋乃","和你相遇已经一年了……",1
45,80001,0,6,0,0,103201,"秋乃","俗话说，\n光阴似箭……回忆是金钱\n永远也买不来的",2
46,80001,1,6,0,0,103401,"由加莉","一年来，你一直照顾着不成器的我\n真的非常感谢",1
47,80001,1,6,0,0,103401,"由加莉","虽然我还有很多\n不足的地方，但是如果今后\n你还和我在一起的话，我会很开心的",2
48,80001,0,7,0,0,107101,"克莉丝提娜","和你相遇已经一年了啊\n没想到你竟然成了\n我的结婚对象……",1
49,80001,0,7,0,0,107101,"克莉丝提娜","总之，今后\n你也要好好取悦我哦☆",2
50,80001,1,7,0,0,104701,"纯","和你相遇已经一年了啊。\n和过去相比，我的表情\n似乎也变得柔和了许多，\n你觉得呢？",1
51,80001,1,7,0,0,104701,"纯","看不见，所以你也不确定？\n这倒也是……",2
52,80001,0,8,0,0,103701,"智","已经过去一年了呢\n捉弄你的这段日子\n还是很愉快的♪",1
53,80001,0,8,0,0,103701,"智","今后也请多多指教啦！",2
54,80001,1,8,0,0,100501,"茉莉","我们相遇已经\n一年啦。真是想象不到呢",1
55,80001,1,8,0,0,100501,"茉莉","每天都很开心，时间好像\n很快就过去了\n今后也一起和恶势力战斗吧！",2
56,80001,0,9,0,0,100701,"宫子","和你相遇已经一年了！\n虽然我没能成佛，",1
57,80001,0,9,0,0,100701,"宫子","也没有复活，\n但非常开心～♪\n只要有你和布丁在，\n宫子就是快乐的～♪",2
58,80001,1,9,0,0,103101,"忍","和你相遇已经一年了呢\n不过，根据我的占卜来看，",1
59,80001,1,9,0,0,103101,"忍","明年也好，后年也好，我们都会在一起的\n呵呵，请多指教了",2
60,80001,0,10,0,0,100901,"杏奈","你以闪光的吉格鲁特这一身份觉醒\n已经一年了啊……虽然今后我们\n长久的战斗不会结束，",1
61,80001,0,10,0,0,100901,"杏奈","但和你在一起的话……\n我已经准备好与你白头偕老了！",2
62,80001,1,10,0,0,101301,"七七香","和你相遇已经一年了！\n好快呀——！",1
63,80001,1,10,0,0,101301,"七七香","今后我们也会是最强的组队\n并且继续活跃下去！\n靠你了哦，我的好搭档！",2
64,80001,0,11,0,0,105101,"深月","一年真是转瞬即逝啊\n我对你还有很多\n不了解的地方……",1
65,80001,0,11,0,0,105101,"深月","今后也让我\n仔细地调查你吧？",2
66,80001,1,11,0,0,105601,"流夏","和你相遇已经一年了啊\n本来是想助你一臂之力的",1
67,80001,1,11,0,0,105601,"流夏","没想到却总是让你来帮我呢\n今后也请多指教！",2
68,80001,2,11,0,0,102701,"惠理子","时间真快啊，和您相遇\n已经一年了……",1
69,80001,2,11,0,0,102701,"惠理子","和您在一起，时光\n转瞬即逝\n必须要研究让时间停止的方法\n才行了……",2
70,80001,0,12,0,0,102301,"绫音","和哥哥相遇，已经有\n一年了呢。我有没有\n变得像姐姐一点呢？",1
71,80001,0,12,0,0,102301,"绫音","啊，噗吉也变得\n像哥哥了对吧？",2
72,80001,1,12,0,0,104201,"千歌","和你相遇，\n已经有一年了啊……\n今后也请你陪在我身旁守护我，",1
73,80001,1,12,0,0,104201,"千歌","\n如果可以的话，希望永远都这样下去……",2
74,80001,2,12,0,0,102101,"胡桃","和哥哥相遇已经一年了啊\n我还是老样子，什么都不行……",1
75,80001,2,12,0,0,102101,"胡桃","但、但是今后……\n我也想和哥哥一直在一起……",2
76,80001,0,13,0,0,104901,"静流","再会之后已经过去一年\n我特意做了料理来庆祝～♪\n特制蛋糕、寿司、",1
77,80001,0,13,0,0,104901,"静流","汉堡肉、咖喱、\n炖菜，啊，这无法隐藏的佐料\n香气，是姐姐的爱意哦！",2
78,80001,1,13,0,0,101101,"璃乃","和哥哥再会，已经有\n一年了呢。\n回想起见不到你的日子，",1
79,80001,1,13,0,0,101101,"璃乃","今年真是\n幸福得难以置信的一年！你再也不准\n离开我身边了哦♪",2
80,80001,0,14,0,0,100201,"优衣","和骑士先生从相遇直到现在，\n发生了很多事情呢\n快乐的事情，让人心跳加速的事情……",1
81,80001,0,14,0,0,100201,"优衣","今后，我、我也想\n一直和你……\n度过这样的每一天……！",2
82,80001,1,14,0,0,100101,"日和莉","和骑士先生相遇，只过了\n一年而已吗！？",1
83,80001,1,14,0,0,100101,"日和莉","总觉得好像\n一直和你在一起……诶嘿嘿。接下来的一年\n也请多指教了！\n骑士先生！",2
84,80001,2,14,0,0,100301,"怜","距离和你初次相遇，已经一年了……\n我们都变了很多，\n变得更强了……",1
85,80001,2,14,0,0,100301,"怜","希望我能尽早\n将后背交付给你",2
86,80001,0,15,0,0,105801,"佩可莉姆","谢谢你\n这一年来一直没有忘记我！",1
87,80001,0,15,0,0,105801,"佩可莉姆","今后也请你\n永远记住我哦！",2
88,80001,1,15,0,0,105901,"可可萝","这一年来能\n陪伴在主人身边，我觉得非常\n光荣。希望今后，",1
89,80001,1,15,0,0,105901,"可可萝","也能永远\n照顾主人。我想要永远\n当主人的引导者",2
90,80001,2,15,0,0,106001,"凯露","一年啊，没想到和你相处了\n这么长时间～\n不过……这一年还挺愉快的",1
91,80001,2,15,0,0,106001,"凯露","所以，我还会再和你相处\n一段时间的，你应该高兴才是！",2
92,60001,1,0,0,1,112101,"スズメ","新しい年のはじめに、\nおみくじはいかがでしょうか？\nよい運勢であるほど、\n沢山プレゼントが貰えますよ♪",1
93,60001,2,0,1,1,0,"","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！",0
94,60001,2,0,1,1,0,"","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！",0
95,60001,2,0,1,1,0,"","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！",0
96,60001,2,0,1,1,0,"","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！",0
97,60001,2,0,1,2,0,"","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！",0
98,60001,2,0,2,1,0,"","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪",0
99,60001,2,0,2,1,0,"","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪",0
100,60001,2,0,2,1,0,"","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！",0
101,60001,2,0,2,1,0,"","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！",0
102,60001,2,0,2,2,0,"","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！",0
103,60001,2,0,3,1,0,"","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！",0
104,60001,2,0,3,1,0,"","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪",0
105,60001,2,0,3,1,0,"","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！",0
106,60001,2,0,3,1,0,"","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！",0
107,60001,2,0,3,1,0,"","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？",0
108,60001,2,0,3,1,0,"","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！",0
109,60001,2,0,3,2,0,"","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪",0
110,60001,2,0,4,1,0,"","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪",0
111,60001,2,0,4,1,0,"","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪",0
112,60001,2,0,4,1,0,"","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪",0
113,60001,2,0,4,1,0,"","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……",0
114,60001,2,0,4,1,0,"","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！",0
115,60001,2,0,4,1,0,"","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！",0
116,60001,2,0,4,2,0,"","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪",0
117,60001,3,0,0,0,112101,"スズメ","おみくじの結果はいかがでしたか？\n新たに始まる一日が、\nあなたにとってよい日になりますように\n明日もお待ちしていますね♪",2
118,60001,3,7,0,0,112101,"スズメ","おみくじ、楽しんで頂けましたか？\nあなたの新しい年が\n素晴らしいものになるよう、\n心からお祈りしますね",3
