unit_id,unit_name,prefab_id,motion_type,se_type,move_speed,search_area_width,atk_type,normal_atk_cast_time,cutin,cutin_star6,visual_change_flag,comment
202600,"洞穴蜗牛",202600,0,0,270,750,2,4.0,0,0,0,"【回复】范围回复\n分泌出的黏滑液体，据说\n利于美容，蜗牛魔物。"
202700,"寄居蟹骑士",202700,0,6,270,350,1,3.0,0,0,0,"【物理】近身攻击\n用倒下的骑士的头盔\n替代贝壳扛在身上的寄居蟹战士。"
202800,"流浪乌鸦",202800,0,4,270,650,1,3.0,0,0,0,"【物理】范围攻击\n打倒阿斯特朗里的强大魔物的\n放浪乌鸦。"
202802,"候鹰",202802,0,4,270,650,1,2.6,0,0,0,"【物理】范围攻击\n憧憬生于荒野、死于荒野\n的生存方式而进行独自旅行的老鹰。"
202900,"毒液蜥蜴",202900,0,14,270,200,1,2.5,0,0,0,"【物理】近身攻击\n用尖锐的獠牙咬噬\n留下致命伤的毒巨蜥魔物。"
202901,"岩盔蜥蜴",202901,0,14,270,200,1,3.0,0,0,0,"【物理】近身攻击\n头部皮肤变硬\n变得像铠甲一样的岩蜥魔物。"
202902,"时髦草蜥",202902,0,14,270,200,1,3.0,0,0,0,"【物理】近身攻击\n叶子围巾十分鲜艳\n蜥蜴魔物界的时尚达人。"
202903,"岩盔蜥蜴",202903,0,14,270,2050,1,3.0,0,0,0,"【物理】近身攻击\n头部皮肤变硬\n变得像铠甲一样的岩蜥魔物。"
202904,"火蜥蜴",202904,0,14,270,200,1,0.5,0,0,0,"【物理】近身攻击\n通过持续燃烧尾尖的火焰\n来温暖身体。会发出二连击的\n蜥蜴魔物。"
202905,"矿甲蜥蜴",202905,0,14,270,100,1,3.0,0,0,0,"【物理】近身攻击\n靠高等食尸兽吃剩的东西果腹的岩蜥蜴。借助露娜的魔力，表皮变成了更加坚固的矿石。"
203000,"啫喱怪",203000,0,15,270,200,2,2.0,0,0,0,"【魔法】近身攻击\n物理攻击很难击中\n十分黏滑的胶状魔物。"
203001,"火焰啫喱怪",203001,0,15,270,200,2,2.0,0,0,0,"【魔法】近身攻击\n被卷入山火中，身上着火，\n变得十分凶暴的啫喱怪。"
203100,"巨蜥幼崽",203100,0,17,270,800,2,3.5,0,0,0,"【魔法】近身攻击\n虽然体积小却能吐出强力火焰的\n小蜥蜴。"
203200,"淘气恶魔",203200,0,12,270,650,2,3.5,0,0,0,"【魔法】近身攻击\n以不符体型的大勾爪\n进行抓挠攻击的见习恶魔。"
203300,"持盾哥布林",203300,0,15,270,150,1,4.0,0,0,0,"【物理】近身攻击\n用与体型等大的巨型盾\n来保护同伴的见习哥布林。"
203301,"丛林守护者",203301,0,15,270,150,1,4.0,0,0,0,"【物理】近身攻击\n用看上去像一张脸的大盾威吓敌人\n阻挡侵入者的丛林守护人。"
203302,"持盾哥布林",203300,0,15,270,50,1,4.0,0,0,0,"【物理】近身攻击\n用与身长相近的巨大盾牌\n保护同伴的见习哥布林士兵。"
203400,"鬼灯草虫",203400,0,0,270,800,2,4.0,0,0,0,"【回复】单体回复\n屁股上残留的蜜液会成为\n魔物的营养源，不可思议的萤火虫。"
203402,"ホオズキムシ",203400,0,0,270,3000,2,4.0,0,0,0,"【回復】単体回復\nお尻に溜まった蜜が、魔物の\n栄養源になる、不思議なホタル。"
203500,"钻地鼠",203500,0,16,270,750,1,3.5,0,0,0,"【物理】中距离攻击\n将手从地下伸向地面，从脚边\n进行攻击的鼹鼠魔物。"
203501,"冰地鼠",203501,0,16,270,750,1,3.5,0,0,0,"【物理】中距离攻击\n使用发达的利爪敲碎冰块进行攻击的\n雪鼹鼠魔物。"
203700,"坚果射手",203700,0,15,270,350,1,2.5,0,0,0,"【物理】范围攻击\n将吃剩的坚果壳扔向对方\n坏心眼的松鼠魔物。"
203702,"熏天臭鼬",203702,0,15,270,350,1,2.5,0,0,0,"【物理】范围攻击\n随心所欲地使用能刺痛眼睛的臭气弹的\n臭鼬魔物。"
203703,"スティンクスカンク",203702,0,15,270,100,1,2.5,0,0,0,"【物理】範囲攻撃\n目にしみる激臭ガス爆弾を、自在に\n駆使する、スカンクの魔物。"
203800,"兽人",203800,0,13,270,200,1,2.5,0,0,0,"【物理】近身攻击\n身披倒下的冒险者的铠甲\n挥舞斧头的凶暴森之兽人。"
203801,"上位兽人",203801,0,13,270,200,1,2.5,0,0,0,"【物理】近身攻击\n不断进行严苛的锻炼，\n获得了强韧肉体的上等兽人。"
203900,"恶魔加农炮",203900,0,16,270,1080,1,4.0,0,0,0,"【物理】近身攻击\n在长年被使用的过程中\n寄宿了恶魔的灵魂，有生命的炮台。"
204000,"幼年狮鹫",204000,0,15,270,650,1,3.5,0,0,0,"【物理】近身攻击\n翅膀很小，还暂时无法飞行的\n狮鹫幼崽。"
204200,"女低音鸟",204200,0,0,270,450,2,4.0,0,0,0,"【回复】范围回复\n治愈的歌声能传到很远的地方\n鸟类魔物界的知名歌手。"
204300,"毒食花",204300,0,15,270,750,1,2.5,0,0,0,"【物理】近身攻击\n用大大张开的嘴里积攒的\n溶解液来吞噬猎物。"
204301,"ポイズンポッド",204300,0,15,270,3000,1,2.5,0,0,0,"【物理】近接攻撃\n大きく開いた口に溜めた\n溶解液で獲物を食らう。"
204400,"小恶魔",204400,0,0,270,750,2,3.5,0,0,0,"【魔法】中距离攻击\n用刚学会的魔法随手\n进行攻击的婴儿恶魔。"
204500,"锤钳蟹",204500,0,0,270,200,1,2.5,0,0,0,"【物理】近身攻击\n有着巨大的爪子与坚固的壳，不论面对多高大的对手\n都会勇往直前的螃蟹魔物。"
204501,"ハンマーキャンサー",204501,0,0,270,50,1,2.5,0,0,0,"【物理】近接攻撃\n大きな爪と固い殻で、どんな大きな\n相手にも向かっていく、カニの魔物。"
204502,"スパイククラブ",204502,0,0,270,80,1,2.0,0,0,0,"【物理】近距離攻撃\n巨大なハサミと硬い殻が自慢の\nカニの魔物。砂に潜んで気長に獲物\nを待つ姿はどこか愛らしい。"
204600,"魔法魔鬼鱼",204600,0,0,270,1080,2,3.5,0,0,0,"【魔法】范围攻击\n用从头部的石头发出的超声波\n巧妙地进行狩猎的鱼类魔物。"
204700,"覆叶野猪",204700,0,0,270,200,1,4.0,0,0,0,"【物理】近身攻击\n将坚硬树叶当做铠甲穿在身上，\n给予对方剧痛的冲撞的大型野猪。\n然而，毕竟只是叶子，无法防御魔法。"
204701,"沙铠野猪",204701,0,0,270,200,1,4.0,0,0,0,"【物理】近距离攻击\n身着用沙子强化的盔甲，\n是不惧丧命的一族的战士的证明。\n但说到底也只是沙子。无法抵抗魔法。"
204702,"野猪",204702,0,0,270,170,1,4.0,0,0,0,"【物理】近身攻击\n生活于热带的原始大野猪。\n总是不停冲撞熔岩，\n最终习得了一招连铠甲都能咬碎的獠牙攻击。"
204800,"废墟人偶",204800,0,0,270,150,1,1.8,0,0,0,"【物理】近身攻击\n跟随古代机械兵的古代机器人偶。\n没有自我意识，会不断战斗，直到自身崩解。"
204900,"ゴブリンリトル",204900,0,0,270,100,1,0.5,0,0,0,"【物理】近接攻撃\n幼くも、勇猛な見習いゴブリン。\n非力を補う動きで、前線を駆ける。"
205000,"ポイズントード",205000,0,0,270,500,1,2.5,0,0,0,"【物理】近距離攻撃\n擬態した宝石に釣られた者を\n捕食する、毒舌ガマの魔物。"
205001,"ポイズントード",205000,0,0,270,500,1,2.5,0,0,0,"【物理】近距離攻撃\n擬態した宝石に釣られた者を\n捕食する、毒舌ガマの魔物。"
205100,"槌子蛇",205100,0,13,270,550,1,2.5,0,0,0,"【物理】中距离攻击\n会从暗处扑上来，吸取魔力\n以填满肚子。是魔物蛇的变种。\n魔力越高则越容易被盯上。"
205200,"海马骑士",205200,0,0,270,650,1,2.0,0,0,0,"【物理】中距离攻击\n夺去在海中溺水的骑士的长矛，\n警戒地盘的海马战士。"
205300,"寒冰雏鸟",205300,0,0,270,550,2,3.0,0,0,0,"【魔法】中距离攻击\n发射结冰的尾羽\n进行攻击的鸟类魔物。"
205400,"寒冰魔鱼",205400,0,12,270,550,1,2.6,0,0,0,"【物理】近身攻击\n凿开冰河筑巢，会无差别袭击\n靠近自己的一切的鱼之魔物。"
205401,"熔岩魔鱼",205401,0,12,270,550,1,2.4,0,0,0,"【物理】近身攻击\n使用足以咬碎岩石的强韧下颚\n啃食破坏周围一切的鱼之魔物。"
205500,"陆生魔蛇",205500,0,14,270,550,1,3.0,0,0,0,"【物理】中距离攻击\n挖洞静候猎物，\n用毒牙解决猎物的蛇的魔物。"
205600,"改造狂犬",205600,0,0,270,100,1,2.5,0,0,0,"【物理】近身攻击\n与主人一起被创造出来的凶暴的改造犬。\n拼命想要支撑起硕大的脑袋，所以表情狰狞，显得特别可怕。"
205700,"波尼",205700,0,15,270,50,1,0.4,0,0,0,"用于召唤地狱犬的怪物"
205800,"小雾精前卫",205800,0,0,270,50,1,1.8,0,0,0,"用于召唤雾精的怪物（弱）"
205801,"小雾精中卫",205801,0,0,270,200,1,1.8,0,0,0,"用于召唤雾精的怪物（弱）"
205802,"小雾精后卫",205802,0,0,270,200,1,1.8,0,0,0,"用于召唤雾精的怪物（弱）"
205803,"小雾精前卫",205800,0,0,270,50,1,1.8,0,0,0,"用于召唤雾精的怪物（强）"
205804,"小雾精中卫",205801,0,0,270,200,1,1.8,0,0,0,"用于召唤雾精的怪物（强）"
205805,"小雾精后卫",205802,0,0,270,200,1,1.8,0,0,0,"用于召唤雾精的怪物（强）"
205806,"子フォギー前衛",205800,0,0,270,50,1,1.8,0,0,0,"フォギー召喚用モンスター（弱）"
205807,"子フォギー中衛",205801,0,0,270,200,1,1.8,0,0,0,"フォギー召喚用モンスター（弱）"
205808,"子フォギー後衛",205802,0,0,270,200,1,1.8,0,0,0,"フォギー召喚用モンスター（弱）"
205809,"子フォギー前衛",205800,0,0,270,50,1,1.8,0,0,0,"フォギー召喚用モンスター（強）"
205810,"子フォギー中衛",205801,0,0,270,200,1,1.8,0,0,0,"フォギー召喚用モンスター（強）"
205811,"子フォギー後衛",205802,0,0,270,200,1,1.8,0,0,0,"フォギー召喚用モンスター（強）"
205900,"イカリイカ",205900,0,0,270,200,0,2.5,0,0,0,"【物理】中距離攻撃\nイカリ頭のイカ魔物。金属質の錨は\n高硬度のかわりに重く、バランスを\n崩しよくひっくり返る。"
206000,"北海狮首领",206000,0,1,270,100,1,4.0,0,0,0,"【物理】近身攻击\n身体庞大，态度也很傲慢的北海首领。\n身上的厚重脂肪可以抵御\n敌人的物理攻击。"
206100,"魔杖智螺",206100,0,7,270,1080,2,4.5,0,0,0,"【魔法】远距离攻击\n拥有冷气之魔法，一旦被吹到就会冻僵，\n令人丧失战意的鹦鹉螺型魔物。"
206200,"水獭混混",206200,0,1,270,650,1,3.5,0,0,0,"【物理】中距离攻击\n扔出贝壳，趁人不备而攻击，\n坏心眼的北海小混混。"
206201,"ノーティビーバー",206201,0,1,270,650,1,0.5,0,0,0,"【物理】中距離攻撃\n片っ端から木を削り倒すビーバー。\n削った木片は家作りだけでなく、\n家を守るための飛び道具となる。"
206300,"露娜支援舱",206300,0,0,270,1110,0,10.0,0,0,0,"【回复】回复单体技能值\n建造露娜之塔时一起被制造出来的能量增幅器。\n将萦绕的魔力浓缩后提供给守护者，使其得到强化。"
206400,"独眼小佣",206400,0,0,270,100,1,2.5,0,0,0,"【物理】近身攻击\n侍奉独眼族国王的小仆从。\n非常喜欢国王陛下赏赐的金灿灿的装备。"
206500,"长耳猴统帅",206500,0,0,300,100,1,2.5,0,0,0,"【物理】近身攻击\n长耳猴进一步成长后的模样。自幼便不断投掷巨大岩石，\n粗壮的手臂可以使出威力巨大的打击技。"
206700,"日和莉（新年）的暗影",206700,0,1,270,200,1,2.295,0,0,0,"拥有日和莉（新年）外貌的特殊魔物\n\n·对前方一名敌人造成物理伤害（大），\n　同时对周围小范围内所有敌人\n　造成物理伤害（中）。\n·对前方一名敌人造成物理\n　伤害（中）。\n·对前方一名敌人造成物理伤害（小），\n　并中幅提升自己的物理攻击力。"
206701,"怜（新年）的暗影",206701,0,4,270,400,1,1.965,0,0,0,"拥有怜（新年）外貌的特殊魔物\n\n·对敌方全体造成物理伤害（中），\n　并眩晕对象。\n·【嘲讽】对敌方全体发出嘲讽。\n　嘲讽后的动作期间受到攻击时，\n　对范围内的所有敌人造成物理伤害（中），\n　并小幅降低其物理防御力。\n·对自己周围的所有同伴\n　展开魔法免疫屏障，\n　并中幅提升自己的魔法防御力。"
206702,"优衣（新年）的暗影",206702,0,7,270,600,2,2.27,0,0,0,"拥有优衣（新年）外貌的特殊魔物\n\n·对己方全体赋予物理/魔法免疫屏障，\n　及生命值持续回复状态，\n　但会大幅降低自身魔法攻击力。\n·大幅降低前方第二个敌人的\n　物理攻击力和魔法攻击力。\n·大幅提升所有进行魔法攻击的己方角色的\n　魔法攻击力。"
206800,"烦恼屏障1",206800,0,0,20,0,0,999.0,0,0,0,"暂定"
206801,"烦恼屏障2",206801,0,0,20,0,0,999.0,0,0,0,"暂定"
206802,"烦恼屏障3",206802,0,0,20,0,0,999.0,0,0,0,"暂定"
206803,"定时炸弹饼",206803,0,0,0,1080,0,0.0,0,0,0,"暂定"
206804,"時限爆弾モチ",206803,0,0,0,1080,0,0.0,0,0,0,"仮"
206900,"嗜睡猫头鹰",206900,0,0,270,645,0,3.5,0,0,0,"【魔法】中距离攻击\n因睡眠不足而有些倦怠的猫头鹰魔物。\n瞪着敌人，对其施加法术，令对方动弹不得。"
207000,"淘气豆狸",207000,0,0,100,120,2,0.5,0,0,0,"【魔法】一定时间内无敌·中距离攻击\n虽然年幼，但会利用灵巧的变身术\n拼命兼顾攻守的豆狸魔物。"
207100,"キラービー",207100,0,0,270,550,1,0.9,0,0,0,"【物理】遠距離攻撃\n脅威となる敵をいち早く察知し、\n的確に狙い穿つハチの魔物。"
207101,"キラービー",207100,0,0,270,650,1,1.2,0,0,0,"【物理】遠距離攻撃\n脅威となる敵をいち早く察知し、\n的確に狙い穿つハチの魔物。"
207102,"キラービー",207100,0,0,270,750,1,1.5,0,0,0,"【物理】遠距離攻撃\n脅威となる敵をいち早く察知し、\n的確に狙い穿つハチの魔物。"
207200,"ウーピーオーク",207200,0,0,270,360,1,2.5,0,0,0,"【物理】近接攻撃\n大人を真似て、楽器をたたく、\n悪戯好きなオークのこども。"
207201,"ウーピーオーク",207200,0,0,270,120,1,5.0,0,0,0,"【物理】近接攻撃\n大人を真似て、楽器をたたく、\n悪戯好きなオークのこども。"
207300,"イワアライグマ",207300,0,0,270,550,0,2.5,0,0,0,"【物理】中距離攻撃\n行き過ぎた綺麗好きのアライグマ。\n特製のガマ油石鹸を一度浴びると、\nまともに武器も握れない。"
207400,"香织的暗影",207400,0,1,270,200,1,2.295,0,0,0,"香织的暗影"
207401,"真琴的暗影",207401,0,4,270,400,1,1.965,0,0,0,"真琴的暗影"
207402,"香澄的暗影",207402,0,7,270,600,2,2.27,0,0,0,"香澄的暗影"
207403,"真步的暗影",207403,0,7,270,600,2,2.27,0,0,0,"真步的暗影"
207500,"迷你机器莉玛A",207500,0,0,270,50,1,1.3,0,0,0,"机器莉玛用杂兵"
207501,"迷你机器莉玛B",207500,0,0,270,300,1,1.3,0,0,0,"机器莉玛用杂兵"
207502,"迷你机器莉玛C",207500,0,0,270,100,1,1.3,0,0,0,"机器莉玛用杂兵"
207600,"可可",207600,0,0,300,200,1,6.0,0,0,0,""
207700,"ケライA",207700,0,0,270,400,1,2.0,0,0,0,"イベント4月召喚ユニット"
207701,"ケライB",207701,0,0,270,400,1,2.0,0,0,0,"イベント4月召喚ユニット"
207800,"爆弾（マッドクラウン）",207800,0,0,270,400,1,2.0,0,0,0,"塔6月_マッドクラウンが召喚する爆弾"
207900,"呪いのクリスタル",207900,0,0,0,2160,1,2.0,0,0,0,"イベント6月召喚ユニット"
208000,"小マジムン",208000,0,0,400,200,1,2.0,0,0,0,""
208001,"小マジムン",208000,0,0,400,200,1,1.8,0,0,0,""
208002,"小マジムン",208000,0,0,400,400,1,2.35,0,0,0,""
208003,"小マジムン",208000,0,0,400,600,1,2.7,0,0,0,""
208004,"小マジムン",208000,0,0,400,200,1,1.8,0,0,0,""
208005,"小マジムン",208000,0,0,400,400,1,2.35,0,0,0,""
208006,"小マジムン",208000,0,0,400,600,1,2.7,0,0,0,""
208100,"シールド・レリック",208100,0,0,270,100,1,1.5,0,0,0,"【物理】近接攻撃\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208101,"シールド・レリック",208100,0,0,270,150,1,1.8,0,0,0,"【物理】近接攻撃\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208102,"シールド・レリック",208100,0,0,270,200,1,1.9,0,0,0,"【物理】近接攻撃\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208200,"アタック・レリック",208200,0,0,270,500,2,0.9,0,0,0,"【魔法】近接攻撃\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208201,"アタック・レリック",208200,0,0,270,550,2,1.2,0,0,0,"【魔法】近接攻撃\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208202,"アタック・レリック",208200,0,0,270,600,2,1.3,0,0,0,"【魔法】近接攻撃\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208300,"ヒール・レリック",208300,0,0,270,700,1,0.7,0,0,0,"【回復】ＨＰ・ＴＰ回復\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208301,"ヒール・レリック",208300,0,0,270,750,1,1.0,0,0,0,"【回復】ＨＰ・ＴＰ回復\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208302,"ヒール・レリック",208300,0,0,270,700,1,1.0,0,0,0,"【回復】ＨＰ・ＴＰ回復\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208303,"ヒール・レリック",208300,0,0,270,750,1,1.0,0,0,0,"【回復】ＨＰ・ＴＰ回復\nシャドウと共に聖域を守護する、記憶の番人。\n真なる力を欲するものに、相応の試練を与える。"
208400,"ツキツキ",208400,0,0,270,200,1,0.9,0,0,0,"【物理】中距離攻撃\n魔力の流れに敏感なキツツキ。\n鋭い嘴の攻撃で気力を減衰させる。"
208500,"イチゴヘビ",208500,0,0,270,250,1,0.9,0,0,0,"【物理】中距離攻撃\nイチゴに擬態し甘い香りを放つ蛇。\n無防備に近づく敵を襲い捕食する。"
208600,"レサトガード１",208600,0,0,0,2160,1,2.0,0,0,0,""
208601,"レサトガード２",208601,0,0,0,2160,1,2.0,0,0,0,""
208602,"レサトガード３",208602,0,0,0,2160,1,2.0,0,0,0,""
208603,"レサトガード４",208603,0,0,0,2160,1,2.0,0,0,0,""
208604,"レサトガード５",208604,0,0,0,2160,1,2.0,0,0,0,""
208605,"レサトガード６",208605,0,0,0,2160,1,2.0,0,0,0,""
208700,"トナカイ",208700,0,0,450,2160,1,2.0,0,0,0,""
208800,"エンゼルダーツ",208800,0,0,270,210,1,10.0,0,0,0,"【物理】近接攻撃\n熱帯魚のカタチをした魚の魔物。\nその優雅な姿とは裏腹に、鋭いアゴ\nを獲物めがけて突き立てる。"
208900,"泥人形",208900,0,0,70,180,1,2.8,0,0,0,"【物理】近距離攻撃\n禁術で操られた意志なき土塊人形。\n怨念染みつく戦場の土が贄となる。"
208901,"泥人形2",208900,0,0,70,260,1,4.8,0,0,0,"【物理】近距離攻撃\n禁術で操られた意志なき土塊人形。\n怨念染みつく戦場の土が贄となる。"
209000,"バトルフィールド効果",209000,0,0,0,2160,2,2.0,0,0,0,""
209001,"バトルフィールド効果",209001,0,0,0,2160,2,2.0,0,0,0,""
209100,"ガマボックリ",209100,0,0,270,300,1,4.8,0,0,0,"【物理】近接攻撃\nトゲトゲのおなかを勢いよくぶつけ\n敵を弾き飛ばす、不思議な見た目の\nカエル。"
209200,"トルペドンの子分１",209200,0,0,0,2160,1,2.0,0,0,0,""
209201,"トルペドンの子分２",209201,0,0,0,2160,1,2.0,0,0,0,""
209202,"トルペドンの子分３",209202,0,0,0,2160,1,2.0,0,0,0,""
300100,"弥诺陶洛斯",300100,0,3,270,1000,1,1.9,0,0,0,"【物理】さらなる力を得た牡牛座の魔星獣。\n力の限界を超えた戦斧の一撃が全てを破砕する。\n\n・敵全体に物理大ダメージを与え、火傷状態\n　にする。\n・敵１キャラに物理大ダメージを与え、ノック\n　バックさせると同時にスタンさせる。\n・前方範囲内の敵に魔法中ダメージを与え、\n　麻痺させる。"
300101,"ミノタウロス",300101,0,3,270,1000,1,1.9,0,0,0,"【物理】さらなる力を得た牡牛座の魔星獣。\n力の限界を超えた戦斧の一撃が全てを破砕する。\n\n・敵全体に物理大ダメージを与え、火傷状態\n　にする。\n・敵１キャラに物理大ダメージを与え、ノック\n　バックさせると同時にスタンさせる。\n・前方範囲内の敵に魔法中ダメージを与え、\n　麻痺させる。\n・自身の物理攻撃力と魔法攻撃力を大アップ\n　させ、前から１番目と２番目のキャラに\n　物理大ダメージ。\n　スキル発動後、自身の物理防御力と\n　魔法防御力を大ダウン。"
