taq_no,unit_id_1,unit_id_2,unit_id_3,unit_id_4,unit_id_5,unit_id_6,unit_id_7,unit_id_8,unit_id_9,unit_id_10
1240,103301,0,0,0,0,0,0,0,0,0
1241,100801,0,0,0,0,0,0,0,0,0
1242,0,0,0,0,0,0,0,0,0,0
1243,0,0,0,0,0,0,0,0,0,0
1244,0,0,0,0,0,0,0,0,0,0
1245,0,0,0,0,0,0,0,0,0,0
1246,0,0,0,0,0,0,0,0,0,0
1247,101601,0,0,0,0,0,0,0,0,0
1248,0,0,0,0,0,0,0,0,0,0
1249,0,0,0,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0,0,0,0
1251,105601,0,0,0,0,0,0,0,0,0
1252,0,0,0,0,0,0,0,0,0,0
1253,0,0,0,0,0,0,0,0,0,0
1255,101301,0,0,0,0,0,0,0,0,0
1256,0,0,0,0,0,0,0,0,0,0
1257,0,0,0,0,0,0,0,0,0,0
1258,0,0,0,0,0,0,0,0,0,0
1259,0,0,0,0,0,0,0,0,0,0
1260,105601,0,0,0,0,0,0,0,0,0
1261,105601,0,0,0,0,0,0,0,0,0
1262,100901,0,0,0,0,0,0,0,0,0
1263,101101,0,0,0,0,0,0,0,0,0
1264,100801,0,0,0,0,0,0,0,0,0
1265,101701,0,0,0,0,0,0,0,0,0
1266,100901,0,0,0,0,0,0,0,0,0
1267,105301,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0
2004,100901,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0
2007,101301,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0
2012,101201,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0
2014,101201,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0
2016,101501,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0
2019,105401,0,0,0,0,0,0,0,0,0
2020,100301,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0,0,0
2071,0,0,0,0,0,0,0,0,0,0
2072,0,0,0,0,0,0,0,0,0,0
2073,0,0,0,0,0,0,0,0,0,0
2074,0,0,0,0,0,0,0,0,0,0
2075,0,0,0,0,0,0,0,0,0,0
2076,0,0,0,0,0,0,0,0,0,0
2077,0,0,0,0,0,0,0,0,0,0
2078,0,0,0,0,0,0,0,0,0,0
2079,100501,0,0,0,0,0,0,0,0,0
2080,0,0,0,0,0,0,0,0,0,0
2081,0,0,0,0,0,0,0,0,0,0
2083,0,0,0,0,0,0,0,0,0,0
2084,105301,0,0,0,0,0,0,0,0,0
2085,0,0,0,0,0,0,0,0,0,0
2086,0,0,0,0,0,0,0,0,0,0
2088,101001,0,0,0,0,0,0,0,0,0
2089,103401,0,0,0,0,0,0,0,0,0
2091,106101,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0
2093,0,0,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,0,0,0,0
2095,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,0,0
2097,0,0,0,0,0,0,0,0,0,0
2098,0,0,0,0,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0
2101,0,0,0,0,0,0,0,0,0,0
2102,0,0,0,0,0,0,0,0,0,0
2103,0,0,0,0,0,0,0,0,0,0
2104,105901,0,0,0,0,0,0,0,0,0
2105,105201,0,0,0,0,0,0,0,0,0
2106,105201,0,0,0,0,0,0,0,0,0
2113,105201,0,0,0,0,0,0,0,0,0
2127,101001,0,0,0,0,0,0,0,0,0
2128,0,0,0,0,0,0,0,0,0,0
2129,0,0,0,0,0,0,0,0,0,0
2130,101001,0,0,0,0,0,0,0,0,0
2135,0,0,0,0,0,0,0,0,0,0
2137,0,0,0,0,0,0,0,0,0,0
2139,0,0,0,0,0,0,0,0,0,0
2143,0,0,0,0,0,0,0,0,0,0
2148,101701,0,0,0,0,0,0,0,0,0
2149,102101,0,0,0,0,0,0,0,0,0
2151,0,0,0,0,0,0,0,0,0,0
2154,102601,0,0,0,0,0,0,0,0,0
2157,0,0,0,0,0,0,0,0,0,0
2162,105001,0,0,0,0,0,0,0,0,0
2163,0,0,0,0,0,0,0,0,0,0
2164,0,0,0,0,0,0,0,0,0,0
2167,105301,0,0,0,0,0,0,0,0,0
2169,0,0,0,0,0,0,0,0,0,0
2177,106301,0,0,0,0,0,0,0,0,0
2194,0,0,0,0,0,0,0,0,0,0
2195,0,0,0,0,0,0,0,0,0,0
2197,0,0,0,0,0,0,0,0,0,0
2198,0,0,0,0,0,0,0,0,0,0
2200,0,0,0,0,0,0,0,0,0,0
2201,0,0,0,0,0,0,0,0,0,0
2202,0,0,0,0,0,0,0,0,0,0
2203,0,0,0,0,0,0,0,0,0,0
2204,0,0,0,0,0,0,0,0,0,0
2205,0,0,0,0,0,0,0,0,0,0
2206,105801,0,0,0,0,0,0,0,0,0
2211,106001,0,0,0,0,0,0,0,0,0
2214,0,0,0,0,0,0,0,0,0,0
2216,0,0,0,0,0,0,0,0,0,0
2217,111001,0,0,0,0,0,0,0,0,0
2224,0,0,0,0,0,0,0,0,0,0
2227,111001,0,0,0,0,0,0,0,0,0
2228,0,0,0,0,0,0,0,0,0,0
2229,111001,0,0,0,0,0,0,0,0,0
2230,111001,0,0,0,0,0,0,0,0,0
2231,0,0,0,0,0,0,0,0,0,0
2232,0,0,0,0,0,0,0,0,0,0
2233,0,0,0,0,0,0,0,0,0,0
2234,0,0,0,0,0,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0,0
2236,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,0
2238,0,0,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0,0,0
2241,0,0,0,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0
2243,106501,0,0,0,0,0,0,0,0,0
2244,0,0,0,0,0,0,0,0,0,0
2245,0,0,0,0,0,0,0,0,0,0
2246,0,0,0,0,0,0,0,0,0,0
2247,0,0,0,0,0,0,0,0,0,0
2248,101601,0,0,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0,0,0
2250,0,0,0,0,0,0,0,0,0,0
2251,0,0,0,0,0,0,0,0,0,0
2252,0,0,0,0,0,0,0,0,0,0
2253,0,0,0,0,0,0,0,0,0,0
2254,104001,0,0,0,0,0,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,0
2256,0,0,0,0,0,0,0,0,0,0
2257,0,0,0,0,0,0,0,0,0,0
2258,104601,0,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0
2261,104601,0,0,0,0,0,0,0,0,0
2262,0,0,0,0,0,0,0,0,0,0
2263,0,0,0,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0,0,0,0
2265,0,0,0,0,0,0,0,0,0,0
2266,0,0,0,0,0,0,0,0,0,0
2267,0,0,0,0,0,0,0,0,0,0
2268,104801,0,0,0,0,0,0,0,0,0
2269,102701,0,0,0,0,0,0,0,0,0
2270,100901,0,0,0,0,0,0,0,0,0
2271,102701,0,0,0,0,0,0,0,0,0
2272,104901,0,0,0,0,0,0,0,0,0
2273,104901,0,0,0,0,0,0,0,0,0
2274,102901,0,0,0,0,0,0,0,0,0
2275,105801,0,0,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0,0,0,0
2277,0,0,0,0,0,0,0,0,0,0
2278,0,0,0,0,0,0,0,0,0,0
2279,0,0,0,0,0,0,0,0,0,0
2280,0,0,0,0,0,0,0,0,0,0
2281,0,0,0,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0,0,0,0
2283,0,0,0,0,0,0,0,0,0,0
2284,0,0,0,0,0,0,0,0,0,0
2285,0,0,0,0,0,0,0,0,0,0
2286,104201,0,0,0,0,0,0,0,0,0
2287,104201,0,0,0,0,0,0,0,0,0
2288,105401,0,0,0,0,0,0,0,0,0
2289,105401,0,0,0,0,0,0,0,0,0
2290,105101,0,0,0,0,0,0,0,0,0
2291,0,0,0,0,0,0,0,0,0,0
2292,0,0,0,0,0,0,0,0,0,0
2293,0,0,0,0,0,0,0,0,0,0
2294,0,0,0,0,0,0,0,0,0,0
2295,0,0,0,0,0,0,0,0,0,0
2296,0,0,0,0,0,0,0,0,0,0
2297,0,0,0,0,0,0,0,0,0,0
2298,0,0,0,0,0,0,0,0,0,0
2299,0,0,0,0,0,0,0,0,0,0
2300,0,0,0,0,0,0,0,0,0,0
2301,0,0,0,0,0,0,0,0,0,0
2302,0,0,0,0,0,0,0,0,0,0
2303,0,0,0,0,0,0,0,0,0,0
2304,0,0,0,0,0,0,0,0,0,0
2305,0,0,0,0,0,0,0,0,0,0
2306,0,0,0,0,0,0,0,0,0,0
2307,0,0,0,0,0,0,0,0,0,0
2308,0,0,0,0,0,0,0,0,0,0
2309,0,0,0,0,0,0,0,0,0,0
2310,0,0,0,0,0,0,0,0,0,0
2311,0,0,0,0,0,0,0,0,0,0
2312,0,0,0,0,0,0,0,0,0,0
2313,0,0,0,0,0,0,0,0,0,0
2314,0,0,0,0,0,0,0,0,0,0
2315,0,0,0,0,0,0,0,0,0,0
2316,0,0,0,0,0,0,0,0,0,0
3001,100801,0,0,0,0,0,0,0,0,0
3002,100801,0,0,0,0,0,0,0,0,0
3003,100801,0,0,0,0,0,0,0,0,0
3005,101701,0,0,0,0,0,0,0,0,0
3006,103001,0,0,0,0,0,0,0,0,0
3007,103001,0,0,0,0,0,0,0,0,0
3008,0,0,0,0,0,0,0,0,0,0
3009,0,0,0,0,0,0,0,0,0,0
3010,0,0,0,0,0,0,0,0,0,0
3011,0,0,0,0,0,0,0,0,0,0
3012,0,0,0,0,0,0,0,0,0,0
3016,105901,0,0,0,0,0,0,0,0,0
3020,106001,0,0,0,0,0,0,0,0,0
3026,102001,0,0,0,0,0,0,0,0,0
3029,101201,0,0,0,0,0,0,0,0,0
3050,0,0,0,0,0,0,0,0,0,0
3051,0,0,0,0,0,0,0,0,0,0
3053,103001,0,0,0,0,0,0,0,0,0
3054,0,0,0,0,0,0,0,0,0,0
3063,0,0,0,0,0,0,0,0,0,0
3064,0,0,0,0,0,0,0,0,0,0
3065,0,0,0,0,0,0,0,0,0,0
3066,104001,0,0,0,0,0,0,0,0,0
3067,0,0,0,0,0,0,0,0,0,0
3068,107101,0,0,0,0,0,0,0,0,0
3069,101601,0,0,0,0,0,0,0,0,0
3070,102301,0,0,0,0,0,0,0,0,0
3073,104801,0,0,0,0,0,0,0,0,0
3074,104601,0,0,0,0,0,0,0,0,0
3075,101801,0,0,0,0,0,0,0,0,0
3076,105001,0,0,0,0,0,0,0,0,0
3077,0,0,0,0,0,0,0,0,0,0
3078,0,0,0,0,0,0,0,0,0,0
3079,0,0,0,0,0,0,0,0,0,0
3080,106301,0,0,0,0,0,0,0,0,0
3081,0,0,0,0,0,0,0,0,0,0
3082,109401,0,0,0,0,0,0,0,0,0
3083,0,0,0,0,0,0,0,0,0,0
3084,0,0,0,0,0,0,0,0,0,0
3085,101801,0,0,0,0,0,0,0,0,0
3086,103301,0,0,0,0,0,0,0,0,0
3087,100701,0,0,0,0,0,0,0,0,0
3088,100701,0,0,0,0,0,0,0,0,0
3089,100701,0,0,0,0,0,0,0,0,0
3090,106401,0,0,0,0,0,0,0,0,0
3091,105601,0,0,0,0,0,0,0,0,0
3093,105601,0,0,0,0,0,0,0,0,0
3094,105601,0,0,0,0,0,0,0,0,0
3095,105801,0,0,0,0,0,0,0,0,0
3103,106001,0,0,0,0,0,0,0,0,0
3106,106801,0,0,0,0,0,0,0,0,0
3115,0,0,0,0,0,0,0,0,0,0
3124,102101,0,0,0,0,0,0,0,0,0
3125,0,0,0,0,0,0,0,0,0,0
3126,0,0,0,0,0,0,0,0,0,0
3127,0,0,0,0,0,0,0,0,0,0
3128,0,0,0,0,0,0,0,0,0,0
3129,0,0,0,0,0,0,0,0,0,0
3133,0,0,0,0,0,0,0,0,0,0
3134,100601,0,0,0,0,0,0,0,0,0
3141,0,0,0,0,0,0,0,0,0,0
3143,0,0,0,0,0,0,0,0,0,0
3144,0,0,0,0,0,0,0,0,0,0
3145,106001,0,0,0,0,0,0,0,0,0
3146,105501,0,0,0,0,0,0,0,0,0
3147,0,0,0,0,0,0,0,0,0,0
3148,0,0,0,0,0,0,0,0,0,0
3149,0,0,0,0,0,0,0,0,0,0
3150,100101,0,0,0,0,0,0,0,0,0
3151,100201,0,0,0,0,0,0,0,0,0
3152,0,0,0,0,0,0,0,0,0,0
3153,0,0,0,0,0,0,0,0,0,0
3154,0,0,0,0,0,0,0,0,0,0
3155,0,0,0,0,0,0,0,0,0,0
3156,100801,0,0,0,0,0,0,0,0,0
3157,100301,0,0,0,0,0,0,0,0,0
3158,100401,0,0,0,0,0,0,0,0,0
3159,0,0,0,0,0,0,0,0,0,0
3160,0,0,0,0,0,0,0,0,0,0
3161,0,0,0,0,0,0,0,0,0,0
3162,0,0,0,0,0,0,0,0,0,0
3163,0,0,0,0,0,0,0,0,0,0
3164,0,0,0,0,0,0,0,0,0,0
3165,0,0,0,0,0,0,0,0,0,0
3166,104801,0,0,0,0,0,0,0,0,0
3167,100601,0,0,0,0,0,0,0,0,0
3168,101101,0,0,0,0,0,0,0,0,0
3169,101301,0,0,0,0,0,0,0,0,0
3170,101401,0,0,0,0,0,0,0,0,0
3171,101501,0,0,0,0,0,0,0,0,0
3173,101601,0,0,0,0,0,0,0,0,0
3174,101701,0,0,0,0,0,0,0,0,0
3175,101801,0,0,0,0,0,0,0,0,0
3176,102001,0,0,0,0,0,0,0,0,0
3177,102201,0,0,0,0,0,0,0,0,0
3178,102501,0,0,0,0,0,0,0,0,0
3179,102601,0,0,0,0,0,0,0,0,0
3180,0,0,0,0,0,0,0,0,0,0
3181,0,0,0,0,0,0,0,0,0,0
3182,0,0,0,0,0,0,0,0,0,0
3183,0,0,0,0,0,0,0,0,0,0
3184,0,0,0,0,0,0,0,0,0,0
3185,0,0,0,0,0,0,0,0,0,0
3186,0,0,0,0,0,0,0,0,0,0
3187,0,0,0,0,0,0,0,0,0,0
3188,0,0,0,0,0,0,0,0,0,0
3189,0,0,0,0,0,0,0,0,0,0
3190,0,0,0,0,0,0,0,0,0,0
3191,0,0,0,0,0,0,0,0,0,0
3192,0,0,0,0,0,0,0,0,0,0
3193,0,0,0,0,0,0,0,0,0,0
3194,0,0,0,0,0,0,0,0,0,0
3195,0,0,0,0,0,0,0,0,0,0
3196,0,0,0,0,0,0,0,0,0,0
3197,0,0,0,0,0,0,0,0,0,0
3199,0,0,0,0,0,0,0,0,0,0
3200,0,0,0,0,0,0,0,0,0,0
3201,0,0,0,0,0,0,0,0,0,0
3202,0,0,0,0,0,0,0,0,0,0
3204,0,0,0,0,0,0,0,0,0,0
3205,0,0,0,0,0,0,0,0,0,0
3206,0,0,0,0,0,0,0,0,0,0
3207,0,0,0,0,0,0,0,0,0,0
3208,0,0,0,0,0,0,0,0,0,0
3209,0,0,0,0,0,0,0,0,0,0
3210,0,0,0,0,0,0,0,0,0,0
3211,0,0,0,0,0,0,0,0,0,0
3212,0,0,0,0,0,0,0,0,0,0
3213,102701,0,0,0,0,0,0,0,0,0
3214,0,0,0,0,0,0,0,0,0,0
3215,0,0,0,0,0,0,0,0,0,0
3216,0,0,0,0,0,0,0,0,0,0
3217,0,0,0,0,0,0,0,0,0,0
3218,0,0,0,0,0,0,0,0,0,0
3219,0,0,0,0,0,0,0,0,0,0
3220,0,0,0,0,0,0,0,0,0,0
3221,0,0,0,0,0,0,0,0,0,0
3222,0,0,0,0,0,0,0,0,0,0
3223,102801,0,0,0,0,0,0,0,0,0
3224,0,0,0,0,0,0,0,0,0,0
3225,0,0,0,0,0,0,0,0,0,0
3226,0,0,0,0,0,0,0,0,0,0
3227,0,0,0,0,0,0,0,0,0,0
3228,0,0,0,0,0,0,0,0,0,0
3229,0,0,0,0,0,0,0,0,0,0
3230,0,0,0,0,0,0,0,0,0,0
3231,0,0,0,0,0,0,0,0,0,0
3232,0,0,0,0,0,0,0,0,0,0
3233,0,0,0,0,0,0,0,0,0,0
3234,0,0,0,0,0,0,0,0,0,0
3235,0,0,0,0,0,0,0,0,0,0
3237,0,0,0,0,0,0,0,0,0,0
3238,0,0,0,0,0,0,0,0,0,0
3239,0,0,0,0,0,0,0,0,0,0
3240,0,0,0,0,0,0,0,0,0,0
3242,103101,0,0,0,0,0,0,0,0,0
3243,0,0,0,0,0,0,0,0,0,0
3244,103201,0,0,0,0,0,0,0,0,0
3245,103301,0,0,0,0,0,0,0,0,0
3246,0,0,0,0,0,0,0,0,0,0
3247,0,0,0,0,0,0,0,0,0,0
3248,0,0,0,0,0,0,0,0,0,0
3249,0,0,0,0,0,0,0,0,0,0
3250,0,0,0,0,0,0,0,0,0,0
3251,0,0,0,0,0,0,0,0,0,0
3252,0,0,0,0,0,0,0,0,0,0
3253,0,0,0,0,0,0,0,0,0,0
3254,0,0,0,0,0,0,0,0,0,0
3255,0,0,0,0,0,0,0,0,0,0
3256,0,0,0,0,0,0,0,0,0,0
3257,0,0,0,0,0,0,0,0,0,0
3258,0,0,0,0,0,0,0,0,0,0
3259,0,0,0,0,0,0,0,0,0,0
3260,0,0,0,0,0,0,0,0,0,0
3261,0,0,0,0,0,0,0,0,0,0
3262,0,0,0,0,0,0,0,0,0,0
3263,0,0,0,0,0,0,0,0,0,0
3264,0,0,0,0,0,0,0,0,0,0
3265,0,0,0,0,0,0,0,0,0,0
3266,0,0,0,0,0,0,0,0,0,0
3267,0,0,0,0,0,0,0,0,0,0
3268,0,0,0,0,0,0,0,0,0,0
3269,0,0,0,0,0,0,0,0,0,0
3270,0,0,0,0,0,0,0,0,0,0
3271,0,0,0,0,0,0,0,0,0,0
3272,0,0,0,0,0,0,0,0,0,0
3273,0,0,0,0,0,0,0,0,0,0
3274,103701,0,0,0,0,0,0,0,0,0
3275,0,0,0,0,0,0,0,0,0,0
3276,0,0,0,0,0,0,0,0,0,0
3277,0,0,0,0,0,0,0,0,0,0
3278,0,0,0,0,0,0,0,0,0,0
3279,0,0,0,0,0,0,0,0,0,0
3280,0,0,0,0,0,0,0,0,0,0
3281,0,0,0,0,0,0,0,0,0,0
3283,0,0,0,0,0,0,0,0,0,0
3284,0,0,0,0,0,0,0,0,0,0
3285,0,0,0,0,0,0,0,0,0,0
3287,101601,0,0,0,0,0,0,0,0,0
3288,103801,0,0,0,0,0,0,0,0,0
3289,0,0,0,0,0,0,0,0,0,0
3290,0,0,0,0,0,0,0,0,0,0
3291,0,0,0,0,0,0,0,0,0,0
3292,0,0,0,0,0,0,0,0,0,0
3293,0,0,0,0,0,0,0,0,0,0
3294,0,0,0,0,0,0,0,0,0,0
3295,0,0,0,0,0,0,0,0,0,0
3296,0,0,0,0,0,0,0,0,0,0
3297,0,0,0,0,0,0,0,0,0,0
